model_id,snr,channel,encoder,decoder,constraint,dataset,num_batches,block_len,batch_size,v,patience,tolerance,track,interleaver,num_iter,input__mean,ber__mean,bler__mean,cross_entropy__mean,loss__mean,turbo_encoder__input__mean,turbo_encoder__output__mean,turbo_encoder__generalized_convolutional_code_noninterleaved__input__mean,turbo_encoder__generalized_convolutional_code_noninterleaved__output__mean,turbo_encoder__turbo_ae_interleaver__input__mean,turbo_encoder__turbo_ae_interleaver__output__mean,turbo_encoder__generalized_convolutional_code_interleaved__input__mean,turbo_encoder__generalized_convolutional_code_interleaved__output__mean,scale_constraint__input__mean,scale_constraint__output__mean,awgn__input__mean,awgn__output__mean,awgn__snr__mean,awgn__sigma__mean,turbo_decoder__input__mean,turbo_decoder__noninterleaved_message__mean,turbo_decoder__interleaved_message__mean,turbo_decoder__logit_prior__mean,turbo_decoder__logit_init_prior__mean,turbo_decoder__output__mean,turbo_decoder__decoder1_init_kl_divergence_iter0__mean,turbo_decoder__decoder1_init_kl_divergence_iter1__mean,turbo_decoder__decoder1_init_kl_divergence_iter2__mean,turbo_decoder__decoder1_init_kl_divergence_iter3__mean,turbo_decoder__decoder1_init_kl_divergence_iter4__mean,turbo_decoder__decoder1_init_kl_divergence_iter5__mean,turbo_decoder__decoder2_init_kl_divergence_iter0__mean,turbo_decoder__decoder2_init_kl_divergence_iter1__mean,turbo_decoder__decoder2_init_kl_divergence_iter2__mean,turbo_decoder__decoder2_init_kl_divergence_iter3__mean,turbo_decoder__decoder2_init_kl_divergence_iter4__mean,turbo_decoder__decoder2_init_kl_divergence_iter5__mean,input__std,ber__std,bler__std,cross_entropy__std,loss__std,turbo_encoder__input__std,turbo_encoder__output__std,turbo_encoder__generalized_convolutional_code_noninterleaved__input__std,turbo_encoder__generalized_convolutional_code_noninterleaved__output__std,turbo_encoder__turbo_ae_interleaver__input__std,turbo_encoder__turbo_ae_interleaver__output__std,turbo_encoder__generalized_convolutional_code_interleaved__input__std,turbo_encoder__generalized_convolutional_code_interleaved__output__std,scale_constraint__input__std,scale_constraint__output__std,awgn__input__std,awgn__output__std,awgn__snr__std,awgn__sigma__std,turbo_decoder__input__std,turbo_decoder__noninterleaved_message__std,turbo_decoder__interleaved_message__std,turbo_decoder__logit_prior__std,turbo_decoder__logit_init_prior__std,turbo_decoder__output__std,turbo_decoder__decoder1_init_kl_divergence_iter0__std,turbo_decoder__decoder1_init_kl_divergence_iter1__std,turbo_decoder__decoder1_init_kl_divergence_iter2__std,turbo_decoder__decoder1_init_kl_divergence_iter3__std,turbo_decoder__decoder1_init_kl_divergence_iter4__std,turbo_decoder__decoder1_init_kl_divergence_iter5__std,turbo_decoder__decoder2_init_kl_divergence_iter0__std,turbo_decoder__decoder2_init_kl_divergence_iter1__std,turbo_decoder__decoder2_init_kl_divergence_iter2__std,turbo_decoder__decoder2_init_kl_divergence_iter3__std,turbo_decoder__decoder2_init_kl_divergence_iter4__std,turbo_decoder__decoder2_init_kl_divergence_iter5__std,steps,input__std_confidence,ber__std_confidence,bler__std_confidence,cross_entropy__std_confidence,loss__std_confidence,turbo_encoder__input__std_confidence,turbo_encoder__output__std_confidence,turbo_encoder__generalized_convolutional_code_noninterleaved__input__std_confidence,turbo_encoder__generalized_convolutional_code_noninterleaved__output__std_confidence,turbo_encoder__turbo_ae_interleaver__input__std_confidence,turbo_encoder__turbo_ae_interleaver__output__std_confidence,turbo_encoder__generalized_convolutional_code_interleaved__input__std_confidence,turbo_encoder__generalized_convolutional_code_interleaved__output__std_confidence,scale_constraint__input__std_confidence,scale_constraint__output__std_confidence,awgn__input__std_confidence,awgn__output__std_confidence,awgn__snr__std_confidence,awgn__sigma__std_confidence,turbo_decoder__input__std_confidence,turbo_decoder__noninterleaved_message__std_confidence,turbo_decoder__interleaved_message__std_confidence,turbo_decoder__logit_prior__std_confidence,turbo_decoder__logit_init_prior__std_confidence,turbo_decoder__output__std_confidence,turbo_decoder__decoder1_init_kl_divergence_iter0__std_confidence,turbo_decoder__decoder1_init_kl_divergence_iter1__std_confidence,turbo_decoder__decoder1_init_kl_divergence_iter2__std_confidence,turbo_decoder__decoder1_init_kl_divergence_iter3__std_confidence,turbo_decoder__decoder1_init_kl_divergence_iter4__std_confidence,turbo_decoder__decoder1_init_kl_divergence_iter5__std_confidence,turbo_decoder__decoder2_init_kl_divergence_iter0__std_confidence,turbo_decoder__decoder2_init_kl_divergence_iter1__std_confidence,turbo_decoder__decoder2_init_kl_divergence_iter2__std_confidence,turbo_decoder__decoder2_init_kl_divergence_iter3__std_confidence,turbo_decoder__decoder2_init_kl_divergence_iter4__std_confidence,turbo_decoder__decoder2_init_kl_divergence_iter5__std_confidence
turboae_exact_nonsys_nobd_window5_delay0.2022_09_22_07_05_26.1cvw,-3.0,awgn,turbo_encoder,turbo_decoder,scale_constraint,binary_messages,200,100,10000,,1,0.1,ber,turbo_ae_interleaver,6,"tf.Tensor(0.499417, shape=(), dtype=float32)","tf.Tensor(0.25420898, shape=(), dtype=float32)","tf.Tensor(0.96875, shape=(), dtype=float32)","tf.Tensor(0.5001835, shape=(), dtype=float32)","tf.Tensor(0.5001835, shape=(), dtype=float32)","tf.Tensor(0.499417, shape=(), dtype=float32)","tf.Tensor(0.49004284, shape=(), dtype=float32)","tf.Tensor(0.499417, shape=(), dtype=float32)","tf.Tensor(0.48521125, shape=(), dtype=float32)","tf.Tensor(0.499417, shape=(), dtype=float32)","tf.Tensor(0.499417, shape=(), dtype=float32)","tf.Tensor(0.499417, shape=(), dtype=float32)","tf.Tensor(0.499706, shape=(), dtype=float32)","tf.Tensor(0.49004284, shape=(), dtype=float32)","tf.Tensor(-0.019914333, shape=(), dtype=float32)","tf.Tensor(-0.019914333, shape=(), dtype=float32)","tf.Tensor(-0.019819178, shape=(), dtype=float32)","tf.Tensor(-3.0, shape=(), dtype=float32)","tf.Tensor(1.4125376, shape=(), dtype=float32)","tf.Tensor(-0.019819178, shape=(), dtype=float32)","tf.Tensor(-0.029871305, shape=(), dtype=float32)","tf.Tensor(0.00028508098, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(-0.010241557, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.49999976, shape=(), dtype=float32)","tf.Tensor(0.12723255, shape=(), dtype=float32)","tf.Tensor(0.173997, shape=(), dtype=float32)","tf.Tensor(0.5811903, shape=(), dtype=float32)","tf.Tensor(0.0024490901, shape=(), dtype=float32)","tf.Tensor(0.49999976, shape=(), dtype=float32)","tf.Tensor(0.49990034, shape=(), dtype=float32)","tf.Tensor(0.49999976, shape=(), dtype=float32)","tf.Tensor(0.49978128, shape=(), dtype=float32)","tf.Tensor(0.49999976, shape=(), dtype=float32)","tf.Tensor(0.49999976, shape=(), dtype=float32)","tf.Tensor(0.49999976, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.49990034, shape=(), dtype=float32)","tf.Tensor(0.9998007, shape=(), dtype=float32)","tf.Tensor(0.9998007, shape=(), dtype=float32)","tf.Tensor(1.7303134, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.7303134, shape=(), dtype=float32)","tf.Tensor(1.7304711, shape=(), dtype=float32)","tf.Tensor(1.7298234, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(3.2481453, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(20000, shape=(), dtype=int32)","tf.Tensor(0.0035355322, shape=(), dtype=float32)","tf.Tensor(0.00089967, shape=(), dtype=float32)","tf.Tensor(0.0012303446, shape=(), dtype=float32)","tf.Tensor(0.004109636, shape=(), dtype=float32)","tf.Tensor(1.7317683e-05, shape=(), dtype=float32)","tf.Tensor(0.0035355322, shape=(), dtype=float32)","tf.Tensor(0.0035348292, shape=(), dtype=float32)","tf.Tensor(0.0035355322, shape=(), dtype=float32)","tf.Tensor(0.0035339873, shape=(), dtype=float32)","tf.Tensor(0.0035355322, shape=(), dtype=float32)","tf.Tensor(0.0035355322, shape=(), dtype=float32)","tf.Tensor(0.0035355322, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0035348292, shape=(), dtype=float32)","tf.Tensor(0.0070696585, shape=(), dtype=float32)","tf.Tensor(0.0070696585, shape=(), dtype=float32)","tf.Tensor(0.012235164, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.012235164, shape=(), dtype=float32)","tf.Tensor(0.0122362785, shape=(), dtype=float32)","tf.Tensor(0.012231698, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.022967856, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
turboae_exact_nonsys_nobd_window5_delay0.2022_09_22_07_05_26.1tzg,-2.5,awgn,turbo_encoder,turbo_decoder,scale_constraint,binary_messages,200,100,10000,,1,0.1,ber,turbo_ae_interleaver,6,"tf.Tensor(0.5001875, shape=(), dtype=float32)","tf.Tensor(0.19483304, shape=(), dtype=float32)","tf.Tensor(0.90185, shape=(), dtype=float32)","tf.Tensor(0.40852988, shape=(), dtype=float32)","tf.Tensor(0.40852988, shape=(), dtype=float32)","tf.Tensor(0.5001875, shape=(), dtype=float32)","tf.Tensor(0.4904877, shape=(), dtype=float32)","tf.Tensor(0.5001875, shape=(), dtype=float32)","tf.Tensor(0.48575225, shape=(), dtype=float32)","tf.Tensor(0.5001875, shape=(), dtype=float32)","tf.Tensor(0.5001875, shape=(), dtype=float32)","tf.Tensor(0.5001875, shape=(), dtype=float32)","tf.Tensor(0.49995852, shape=(), dtype=float32)","tf.Tensor(0.4904877, shape=(), dtype=float32)","tf.Tensor(-0.019024666, shape=(), dtype=float32)","tf.Tensor(-0.019024666, shape=(), dtype=float32)","tf.Tensor(-0.019023664, shape=(), dtype=float32)","tf.Tensor(-2.5, shape=(), dtype=float32)","tf.Tensor(1.3335215, shape=(), dtype=float32)","tf.Tensor(-0.019023664, shape=(), dtype=float32)","tf.Tensor(-0.028493237, shape=(), dtype=float32)","tf.Tensor(-8.452544e-05, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(-0.005058588, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.14053065, shape=(), dtype=float32)","tf.Tensor(0.29752496, shape=(), dtype=float32)","tf.Tensor(0.6646928, shape=(), dtype=float32)","tf.Tensor(0.0031010176, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.49990964, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.499797, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.5, shape=(), dtype=float32)","tf.Tensor(0.49990964, shape=(), dtype=float32)","tf.Tensor(0.9998192, shape=(), dtype=float32)","tf.Tensor(0.9998192, shape=(), dtype=float32)","tf.Tensor(1.6679835, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.6679835, shape=(), dtype=float32)","tf.Tensor(1.6676575, shape=(), dtype=float32)","tf.Tensor(1.6684742, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(5.248773, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(20000, shape=(), dtype=int32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0009937017, shape=(), dtype=float32)","tf.Tensor(0.002103819, shape=(), dtype=float32)","tf.Tensor(0.004700088, shape=(), dtype=float32)","tf.Tensor(2.1927506e-05, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.003534895, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0035340984, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.003535534, shape=(), dtype=float32)","tf.Tensor(0.003534895, shape=(), dtype=float32)","tf.Tensor(0.0070697893, shape=(), dtype=float32)","tf.Tensor(0.0070697893, shape=(), dtype=float32)","tf.Tensor(0.011794425, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.011794425, shape=(), dtype=float32)","tf.Tensor(0.01179212, shape=(), dtype=float32)","tf.Tensor(0.011797894, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.03711443, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
turboae_exact_nonsys_nobd_window5_delay0.2022_09_22_07_05_26.11az,-2.0,awgn,turbo_encoder,turbo_decoder,scale_constraint,binary_messages,200,100,10000,,1,0.1,ber,turbo_ae_interleaver,6,"tf.Tensor(0.4996755, shape=(), dtype=float32)","tf.Tensor(0.12899652, shape=(), dtype=float32)","tf.Tensor(0.75835, shape=(), dtype=float32)","tf.Tensor(0.29091176, shape=(), dtype=float32)","tf.Tensor(0.29091176, shape=(), dtype=float32)","tf.Tensor(0.4996755, shape=(), dtype=float32)","tf.Tensor(0.48987967, shape=(), dtype=float32)","tf.Tensor(0.4996755, shape=(), dtype=float32)","tf.Tensor(0.4849765, shape=(), dtype=float32)","tf.Tensor(0.4996755, shape=(), dtype=float32)","tf.Tensor(0.4996755, shape=(), dtype=float32)","tf.Tensor(0.4996755, shape=(), dtype=float32)","tf.Tensor(0.499686, shape=(), dtype=float32)","tf.Tensor(0.48987967, shape=(), dtype=float32)","tf.Tensor(-0.020240666, shape=(), dtype=float32)","tf.Tensor(-0.020240666, shape=(), dtype=float32)","tf.Tensor(-0.020110175, shape=(), dtype=float32)","tf.Tensor(-2.0, shape=(), dtype=float32)","tf.Tensor(1.2589254, shape=(), dtype=float32)","tf.Tensor(-0.020110175, shape=(), dtype=float32)","tf.Tensor(-0.030008439, shape=(), dtype=float32)","tf.Tensor(-0.00031365166, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(-0.012563418, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.4999999, shape=(), dtype=float32)","tf.Tensor(0.13726798, shape=(), dtype=float32)","tf.Tensor(0.42809388, shape=(), dtype=float32)","tf.Tensor(0.69002366, shape=(), dtype=float32)","tf.Tensor(0.0023361577, shape=(), dtype=float32)","tf.Tensor(0.4999999, shape=(), dtype=float32)","tf.Tensor(0.49989778, shape=(), dtype=float32)","tf.Tensor(0.4999999, shape=(), dtype=float32)","tf.Tensor(0.49977422, shape=(), dtype=float32)","tf.Tensor(0.4999999, shape=(), dtype=float32)","tf.Tensor(0.4999999, shape=(), dtype=float32)","tf.Tensor(0.4999999, shape=(), dtype=float32)","tf.Tensor(0.5000001, shape=(), dtype=float32)","tf.Tensor(0.49989778, shape=(), dtype=float32)","tf.Tensor(0.99979556, shape=(), dtype=float32)","tf.Tensor(0.99979556, shape=(), dtype=float32)","tf.Tensor(1.6073172, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.6073172, shape=(), dtype=float32)","tf.Tensor(1.6074576, shape=(), dtype=float32)","tf.Tensor(1.6068536, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(8.010801, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(20000, shape=(), dtype=int32)","tf.Tensor(0.0035355333, shape=(), dtype=float32)","tf.Tensor(0.0009706312, shape=(), dtype=float32)","tf.Tensor(0.0030270808, shape=(), dtype=float32)","tf.Tensor(0.004879204, shape=(), dtype=float32)","tf.Tensor(1.651913e-05, shape=(), dtype=float32)","tf.Tensor(0.0035355333, shape=(), dtype=float32)","tf.Tensor(0.003534811, shape=(), dtype=float32)","tf.Tensor(0.0035355333, shape=(), dtype=float32)","tf.Tensor(0.0035339373, shape=(), dtype=float32)","tf.Tensor(0.0035355333, shape=(), dtype=float32)","tf.Tensor(0.0035355333, shape=(), dtype=float32)","tf.Tensor(0.0035355333, shape=(), dtype=float32)","tf.Tensor(0.0035355347, shape=(), dtype=float32)","tf.Tensor(0.003534811, shape=(), dtype=float32)","tf.Tensor(0.007069622, shape=(), dtype=float32)","tf.Tensor(0.007069622, shape=(), dtype=float32)","tf.Tensor(0.011365449, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.011365449, shape=(), dtype=float32)","tf.Tensor(0.011366442, shape=(), dtype=float32)","tf.Tensor(0.011362171, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.05664492, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
