model_id,snr,channel,encoder,decoder,constraint,dataset,num_batches,block_len,batch_size,v,patience,tolerance,track,interleaver,num_iter,input__mean,ber__mean,bler__mean,cross_entropy__mean,loss__mean,turbo_encoder__input__mean,turbo_encoder__output__mean,turbo_encoder__generalized_convolutional_code_systematic_noninterleaved__input__mean,turbo_encoder__generalized_convolutional_code_systematic_noninterleaved__output__mean,turbo_encoder__random_permute_interleaver__input__mean,turbo_encoder__random_permute_interleaver__output__mean,turbo_encoder__generalized_convolutional_code_interleaved__input__mean,turbo_encoder__generalized_convolutional_code_interleaved__output__mean,scale_constraint__input__mean,scale_constraint__output__mean,awgn__input__mean,awgn__output__mean,awgn__snr__mean,awgn__sigma__mean,hazzys_turbo_decoder__input__mean,hazzys_turbo_decoder__noninterleaved_message__mean,hazzys_turbo_decoder__interleaved_message__mean,hazzys_turbo_decoder__logit_prior__mean,hazzys_turbo_decoder__logit_init_prior__mean,hazzys_turbo_decoder__output__mean,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter0__mean,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter1__mean,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter2__mean,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter3__mean,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter4__mean,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter5__mean,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter0__mean,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter1__mean,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter2__mean,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter3__mean,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter4__mean,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter5__mean,input__std,ber__std,bler__std,cross_entropy__std,loss__std,turbo_encoder__input__std,turbo_encoder__output__std,turbo_encoder__generalized_convolutional_code_systematic_noninterleaved__input__std,turbo_encoder__generalized_convolutional_code_systematic_noninterleaved__output__std,turbo_encoder__random_permute_interleaver__input__std,turbo_encoder__random_permute_interleaver__output__std,turbo_encoder__generalized_convolutional_code_interleaved__input__std,turbo_encoder__generalized_convolutional_code_interleaved__output__std,scale_constraint__input__std,scale_constraint__output__std,awgn__input__std,awgn__output__std,awgn__snr__std,awgn__sigma__std,hazzys_turbo_decoder__input__std,hazzys_turbo_decoder__noninterleaved_message__std,hazzys_turbo_decoder__interleaved_message__std,hazzys_turbo_decoder__logit_prior__std,hazzys_turbo_decoder__logit_init_prior__std,hazzys_turbo_decoder__output__std,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter0__std,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter1__std,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter2__std,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter3__std,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter4__std,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter5__std,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter0__std,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter1__std,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter2__std,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter3__std,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter4__std,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter5__std,steps,input__std_confidence,ber__std_confidence,bler__std_confidence,cross_entropy__std_confidence,loss__std_confidence,turbo_encoder__input__std_confidence,turbo_encoder__output__std_confidence,turbo_encoder__generalized_convolutional_code_systematic_noninterleaved__input__std_confidence,turbo_encoder__generalized_convolutional_code_systematic_noninterleaved__output__std_confidence,turbo_encoder__random_permute_interleaver__input__std_confidence,turbo_encoder__random_permute_interleaver__output__std_confidence,turbo_encoder__generalized_convolutional_code_interleaved__input__std_confidence,turbo_encoder__generalized_convolutional_code_interleaved__output__std_confidence,scale_constraint__input__std_confidence,scale_constraint__output__std_confidence,awgn__input__std_confidence,awgn__output__std_confidence,awgn__snr__std_confidence,awgn__sigma__std_confidence,hazzys_turbo_decoder__input__std_confidence,hazzys_turbo_decoder__noninterleaved_message__std_confidence,hazzys_turbo_decoder__interleaved_message__std_confidence,hazzys_turbo_decoder__logit_prior__std_confidence,hazzys_turbo_decoder__logit_init_prior__std_confidence,hazzys_turbo_decoder__output__std_confidence,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter0__std_confidence,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter1__std_confidence,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter2__std_confidence,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter3__std_confidence,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter4__std_confidence,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter5__std_confidence,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter0__std_confidence,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter1__std_confidence,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter2__std_confidence,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter3__std_confidence,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter4__std_confidence,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter5__std_confidence
turbo_155_7.2022_09_22_21_39_55.l9ac,-3.0,awgn,turbo_encoder,hazzys_turbo_decoder,scale_constraint,binary_messages,200,100,10000,,1,0.1,ber,random_permute_interleaver,6,"tf.Tensor(0.5002805, shape=(), dtype=float32)","tf.Tensor(0.1819465, shape=(), dtype=float32)","tf.Tensor(0.98010004, shape=(), dtype=float32)","tf.Tensor(0.39694, shape=(), dtype=float32)","tf.Tensor(0.39694, shape=(), dtype=float32)","tf.Tensor(0.5002805, shape=(), dtype=float32)","tf.Tensor(0.5002252, shape=(), dtype=float32)","tf.Tensor(0.5002805, shape=(), dtype=float32)","tf.Tensor(0.4999925, shape=(), dtype=float32)","tf.Tensor(0.5002805, shape=(), dtype=float32)","tf.Tensor(0.5002805, shape=(), dtype=float32)","tf.Tensor(0.5002805, shape=(), dtype=float32)","tf.Tensor(0.50069046, shape=(), dtype=float32)","tf.Tensor(0.5002252, shape=(), dtype=float32)","tf.Tensor(0.00045033335, shape=(), dtype=float32)","tf.Tensor(0.00045033335, shape=(), dtype=float32)","tf.Tensor(-0.00031146978, shape=(), dtype=float32)","tf.Tensor(-3.0, shape=(), dtype=float32)","tf.Tensor(1.4125376, shape=(), dtype=float32)","tf.Tensor(-0.00031146978, shape=(), dtype=float32)","tf.Tensor(-0.0012333284, shape=(), dtype=float32)","tf.Tensor(0.00028389593, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.005070079, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.072356604, shape=(), dtype=float32)","tf.Tensor(0.13966018, shape=(), dtype=float32)","tf.Tensor(0.5860132, shape=(), dtype=float32)","tf.Tensor(0.0004208995, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.5, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.49999964, shape=(), dtype=float32)","tf.Tensor(0.5, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.7299993, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.7299993, shape=(), dtype=float32)","tf.Tensor(1.7306995, shape=(), dtype=float32)","tf.Tensor(1.7298396, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(3.6410246, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(20000, shape=(), dtype=int32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0005116385, shape=(), dtype=float32)","tf.Tensor(0.0009875466, shape=(), dtype=float32)","tf.Tensor(0.004143739, shape=(), dtype=float32)","tf.Tensor(2.9762089e-06, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.003535534, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0035355315, shape=(), dtype=float32)","tf.Tensor(0.003535534, shape=(), dtype=float32)","tf.Tensor(0.007071068, shape=(), dtype=float32)","tf.Tensor(0.007071068, shape=(), dtype=float32)","tf.Tensor(0.0122329425, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0122329425, shape=(), dtype=float32)","tf.Tensor(0.012237893, shape=(), dtype=float32)","tf.Tensor(0.012231813, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.025745932, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
turbo_155_7.2022_09_22_21_39_55.snj6,-2.5,awgn,turbo_encoder,hazzys_turbo_decoder,scale_constraint,binary_messages,200,100,10000,,1,0.1,ber,random_permute_interleaver,6,"tf.Tensor(0.5004375, shape=(), dtype=float32)","tf.Tensor(0.142701, shape=(), dtype=float32)","tf.Tensor(0.91475, shape=(), dtype=float32)","tf.Tensor(0.32831752, shape=(), dtype=float32)","tf.Tensor(0.32831752, shape=(), dtype=float32)","tf.Tensor(0.5004375, shape=(), dtype=float32)","tf.Tensor(0.5003357, shape=(), dtype=float32)","tf.Tensor(0.5004375, shape=(), dtype=float32)","tf.Tensor(0.50025105, shape=(), dtype=float32)","tf.Tensor(0.5004375, shape=(), dtype=float32)","tf.Tensor(0.5004375, shape=(), dtype=float32)","tf.Tensor(0.5004375, shape=(), dtype=float32)","tf.Tensor(0.500505, shape=(), dtype=float32)","tf.Tensor(0.5003357, shape=(), dtype=float32)","tf.Tensor(0.00067133334, shape=(), dtype=float32)","tf.Tensor(0.00067133334, shape=(), dtype=float32)","tf.Tensor(0.0015212947, shape=(), dtype=float32)","tf.Tensor(-2.5, shape=(), dtype=float32)","tf.Tensor(1.3335215, shape=(), dtype=float32)","tf.Tensor(0.0015212947, shape=(), dtype=float32)","tf.Tensor(0.0016494262, shape=(), dtype=float32)","tf.Tensor(0.0017208109, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0057218308, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.49999994, shape=(), dtype=float32)","tf.Tensor(0.080934495, shape=(), dtype=float32)","tf.Tensor(0.27926034, shape=(), dtype=float32)","tf.Tensor(0.6494627, shape=(), dtype=float32)","tf.Tensor(0.0014784271, shape=(), dtype=float32)","tf.Tensor(0.49999994, shape=(), dtype=float32)","tf.Tensor(0.4999999, shape=(), dtype=float32)","tf.Tensor(0.49999994, shape=(), dtype=float32)","tf.Tensor(0.5, shape=(), dtype=float32)","tf.Tensor(0.49999994, shape=(), dtype=float32)","tf.Tensor(0.4999999, shape=(), dtype=float32)","tf.Tensor(0.4999999, shape=(), dtype=float32)","tf.Tensor(0.49999988, shape=(), dtype=float32)","tf.Tensor(0.4999999, shape=(), dtype=float32)","tf.Tensor(0.9999998, shape=(), dtype=float32)","tf.Tensor(0.9999998, shape=(), dtype=float32)","tf.Tensor(1.6673425, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.6673425, shape=(), dtype=float32)","tf.Tensor(1.6671875, shape=(), dtype=float32)","tf.Tensor(1.6674745, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(6.6833076, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(20000, shape=(), dtype=int32)","tf.Tensor(0.0035355336, shape=(), dtype=float32)","tf.Tensor(0.0005722933, shape=(), dtype=float32)","tf.Tensor(0.0019746688, shape=(), dtype=float32)","tf.Tensor(0.004592395, shape=(), dtype=float32)","tf.Tensor(1.0454059e-05, shape=(), dtype=float32)","tf.Tensor(0.0035355336, shape=(), dtype=float32)","tf.Tensor(0.0035355333, shape=(), dtype=float32)","tf.Tensor(0.0035355336, shape=(), dtype=float32)","tf.Tensor(0.003535534, shape=(), dtype=float32)","tf.Tensor(0.0035355336, shape=(), dtype=float32)","tf.Tensor(0.0035355333, shape=(), dtype=float32)","tf.Tensor(0.0035355333, shape=(), dtype=float32)","tf.Tensor(0.003535533, shape=(), dtype=float32)","tf.Tensor(0.0035355333, shape=(), dtype=float32)","tf.Tensor(0.0070710666, shape=(), dtype=float32)","tf.Tensor(0.0070710666, shape=(), dtype=float32)","tf.Tensor(0.011789892, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.011789892, shape=(), dtype=float32)","tf.Tensor(0.011788796, shape=(), dtype=float32)","tf.Tensor(0.011790825, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.04725812, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
turbo_155_7.2022_09_22_21_39_55.r7ex,-2.0,awgn,turbo_encoder,hazzys_turbo_decoder,scale_constraint,binary_messages,200,100,10000,,1,0.1,ber,random_permute_interleaver,6,"tf.Tensor(0.49953002, shape=(), dtype=float32)","tf.Tensor(0.0994305, shape=(), dtype=float32)","tf.Tensor(0.75975, shape=(), dtype=float32)","tf.Tensor(0.24299681, shape=(), dtype=float32)","tf.Tensor(0.24299681, shape=(), dtype=float32)","tf.Tensor(0.49953002, shape=(), dtype=float32)","tf.Tensor(0.49982965, shape=(), dtype=float32)","tf.Tensor(0.49953002, shape=(), dtype=float32)","tf.Tensor(0.4997725, shape=(), dtype=float32)","tf.Tensor(0.49953002, shape=(), dtype=float32)","tf.Tensor(0.49953002, shape=(), dtype=float32)","tf.Tensor(0.49953002, shape=(), dtype=float32)","tf.Tensor(0.499944, shape=(), dtype=float32)","tf.Tensor(0.49982965, shape=(), dtype=float32)","tf.Tensor(-0.00034066668, shape=(), dtype=float32)","tf.Tensor(-0.00034066668, shape=(), dtype=float32)","tf.Tensor(-0.00026058484, shape=(), dtype=float32)","tf.Tensor(-2.0, shape=(), dtype=float32)","tf.Tensor(1.2589254, shape=(), dtype=float32)","tf.Tensor(-0.00026058484, shape=(), dtype=float32)","tf.Tensor(-0.00043173763, shape=(), dtype=float32)","tf.Tensor(-0.00011586872, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(-0.012537596, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.4999999, shape=(), dtype=float32)","tf.Tensor(0.08293452, shape=(), dtype=float32)","tf.Tensor(0.4272459, shape=(), dtype=float32)","tf.Tensor(0.6796168, shape=(), dtype=float32)","tf.Tensor(0.0037477082, shape=(), dtype=float32)","tf.Tensor(0.4999999, shape=(), dtype=float32)","tf.Tensor(0.5, shape=(), dtype=float32)","tf.Tensor(0.4999999, shape=(), dtype=float32)","tf.Tensor(0.5, shape=(), dtype=float32)","tf.Tensor(0.4999999, shape=(), dtype=float32)","tf.Tensor(0.49999994, shape=(), dtype=float32)","tf.Tensor(0.49999994, shape=(), dtype=float32)","tf.Tensor(0.5000001, shape=(), dtype=float32)","tf.Tensor(0.5, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.6080126, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.6080126, shape=(), dtype=float32)","tf.Tensor(1.6077158, shape=(), dtype=float32)","tf.Tensor(1.6081553, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(11.765997, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(20000, shape=(), dtype=int32)","tf.Tensor(0.0035355333, shape=(), dtype=float32)","tf.Tensor(0.0005864356, shape=(), dtype=float32)","tf.Tensor(0.0030210847, shape=(), dtype=float32)","tf.Tensor(0.0048056166, shape=(), dtype=float32)","tf.Tensor(2.6500298e-05, shape=(), dtype=float32)","tf.Tensor(0.0035355333, shape=(), dtype=float32)","tf.Tensor(0.003535534, shape=(), dtype=float32)","tf.Tensor(0.0035355333, shape=(), dtype=float32)","tf.Tensor(0.003535534, shape=(), dtype=float32)","tf.Tensor(0.0035355333, shape=(), dtype=float32)","tf.Tensor(0.0035355336, shape=(), dtype=float32)","tf.Tensor(0.0035355336, shape=(), dtype=float32)","tf.Tensor(0.0035355347, shape=(), dtype=float32)","tf.Tensor(0.003535534, shape=(), dtype=float32)","tf.Tensor(0.007071068, shape=(), dtype=float32)","tf.Tensor(0.007071068, shape=(), dtype=float32)","tf.Tensor(0.0113703655, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0113703655, shape=(), dtype=float32)","tf.Tensor(0.011368268, shape=(), dtype=float32)","tf.Tensor(0.011371375, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.08319816, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
