model_id,snr,channel,encoder,decoder,constraint,dataset,num_batches,block_len,batch_size,v,patience,tolerance,track,interleaver,num_iter,input__mean,ber__mean,bler__mean,cross_entropy__mean,loss__mean,turbo_encoder__input__mean,turbo_encoder__output__mean,turbo_encoder__generalized_convolutional_code_systematic_noninterleaved__input__mean,turbo_encoder__generalized_convolutional_code_systematic_noninterleaved__output__mean,turbo_encoder__turbo_ae_interleaver__input__mean,turbo_encoder__turbo_ae_interleaver__output__mean,turbo_encoder__generalized_convolutional_code_interleaved__input__mean,turbo_encoder__generalized_convolutional_code_interleaved__output__mean,scale_constraint__input__mean,scale_constraint__output__mean,awgn__input__mean,awgn__output__mean,awgn__snr__mean,awgn__sigma__mean,hazzys_turbo_decoder__input__mean,hazzys_turbo_decoder__noninterleaved_message__mean,hazzys_turbo_decoder__interleaved_message__mean,hazzys_turbo_decoder__logit_prior__mean,hazzys_turbo_decoder__logit_init_prior__mean,hazzys_turbo_decoder__output__mean,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter0__mean,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter1__mean,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter2__mean,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter3__mean,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter4__mean,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter5__mean,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter0__mean,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter1__mean,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter2__mean,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter3__mean,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter4__mean,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter5__mean,input__std,ber__std,bler__std,cross_entropy__std,loss__std,turbo_encoder__input__std,turbo_encoder__output__std,turbo_encoder__generalized_convolutional_code_systematic_noninterleaved__input__std,turbo_encoder__generalized_convolutional_code_systematic_noninterleaved__output__std,turbo_encoder__turbo_ae_interleaver__input__std,turbo_encoder__turbo_ae_interleaver__output__std,turbo_encoder__generalized_convolutional_code_interleaved__input__std,turbo_encoder__generalized_convolutional_code_interleaved__output__std,scale_constraint__input__std,scale_constraint__output__std,awgn__input__std,awgn__output__std,awgn__snr__std,awgn__sigma__std,hazzys_turbo_decoder__input__std,hazzys_turbo_decoder__noninterleaved_message__std,hazzys_turbo_decoder__interleaved_message__std,hazzys_turbo_decoder__logit_prior__std,hazzys_turbo_decoder__logit_init_prior__std,hazzys_turbo_decoder__output__std,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter0__std,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter1__std,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter2__std,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter3__std,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter4__std,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter5__std,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter0__std,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter1__std,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter2__std,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter3__std,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter4__std,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter5__std,steps,input__std_confidence,ber__std_confidence,bler__std_confidence,cross_entropy__std_confidence,loss__std_confidence,turbo_encoder__input__std_confidence,turbo_encoder__output__std_confidence,turbo_encoder__generalized_convolutional_code_systematic_noninterleaved__input__std_confidence,turbo_encoder__generalized_convolutional_code_systematic_noninterleaved__output__std_confidence,turbo_encoder__turbo_ae_interleaver__input__std_confidence,turbo_encoder__turbo_ae_interleaver__output__std_confidence,turbo_encoder__generalized_convolutional_code_interleaved__input__std_confidence,turbo_encoder__generalized_convolutional_code_interleaved__output__std_confidence,scale_constraint__input__std_confidence,scale_constraint__output__std_confidence,awgn__input__std_confidence,awgn__output__std_confidence,awgn__snr__std_confidence,awgn__sigma__std_confidence,hazzys_turbo_decoder__input__std_confidence,hazzys_turbo_decoder__noninterleaved_message__std_confidence,hazzys_turbo_decoder__interleaved_message__std_confidence,hazzys_turbo_decoder__logit_prior__std_confidence,hazzys_turbo_decoder__logit_init_prior__std_confidence,hazzys_turbo_decoder__output__std_confidence,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter0__std_confidence,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter1__std_confidence,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter2__std_confidence,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter3__std_confidence,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter4__std_confidence,hazzys_turbo_decoder__decoder1_init_kl_divergence_iter5__std_confidence,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter0__std_confidence,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter1__std_confidence,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter2__std_confidence,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter3__std_confidence,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter4__std_confidence,hazzys_turbo_decoder__decoder2_init_kl_divergence_iter5__std_confidence
turbo_155_7.2022_09_22_01_13_52.1e9j,-3.0,awgn,turbo_encoder,hazzys_turbo_decoder,scale_constraint,binary_messages,200,100,10000,,1,0.1,ber,turbo_ae_interleaver,6,"tf.Tensor(0.5001775, shape=(), dtype=float32)","tf.Tensor(0.18070848, shape=(), dtype=float32)","tf.Tensor(0.97805, shape=(), dtype=float32)","tf.Tensor(0.3948245, shape=(), dtype=float32)","tf.Tensor(0.3948245, shape=(), dtype=float32)","tf.Tensor(0.5001775, shape=(), dtype=float32)","tf.Tensor(0.5000465, shape=(), dtype=float32)","tf.Tensor(0.5001775, shape=(), dtype=float32)","tf.Tensor(0.5003275, shape=(), dtype=float32)","tf.Tensor(0.5001775, shape=(), dtype=float32)","tf.Tensor(0.5001775, shape=(), dtype=float32)","tf.Tensor(0.5001775, shape=(), dtype=float32)","tf.Tensor(0.49948448, shape=(), dtype=float32)","tf.Tensor(0.5000465, shape=(), dtype=float32)","tf.Tensor(9.2999995e-05, shape=(), dtype=float32)","tf.Tensor(9.2999995e-05, shape=(), dtype=float32)","tf.Tensor(-0.0006116377, shape=(), dtype=float32)","tf.Tensor(-3.0, shape=(), dtype=float32)","tf.Tensor(1.4125376, shape=(), dtype=float32)","tf.Tensor(-0.0006116377, shape=(), dtype=float32)","tf.Tensor(-0.00032017368, shape=(), dtype=float32)","tf.Tensor(-0.0005637157, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0031715452, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.07266256, shape=(), dtype=float32)","tf.Tensor(0.14652397, shape=(), dtype=float32)","tf.Tensor(0.58990645, shape=(), dtype=float32)","tf.Tensor(0.0012993662, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.5, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.5, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.5, shape=(), dtype=float32)","tf.Tensor(0.5, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.5, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.7316115, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.7316115, shape=(), dtype=float32)","tf.Tensor(1.7312932, shape=(), dtype=float32)","tf.Tensor(1.7321458, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(3.7379615, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(20000, shape=(), dtype=int32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.00051380193, shape=(), dtype=float32)","tf.Tensor(0.0010360809, shape=(), dtype=float32)","tf.Tensor(0.0041712685, shape=(), dtype=float32)","tf.Tensor(9.1879065e-06, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.003535534, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.003535534, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.003535534, shape=(), dtype=float32)","tf.Tensor(0.003535534, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.003535534, shape=(), dtype=float32)","tf.Tensor(0.007071068, shape=(), dtype=float32)","tf.Tensor(0.007071068, shape=(), dtype=float32)","tf.Tensor(0.012244342, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.012244342, shape=(), dtype=float32)","tf.Tensor(0.012242092, shape=(), dtype=float32)","tf.Tensor(0.01224812, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.02643138, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
turbo_155_7.2022_09_22_01_13_52.1utl,-2.5,awgn,turbo_encoder,hazzys_turbo_decoder,scale_constraint,binary_messages,200,100,10000,,1,0.1,ber,turbo_ae_interleaver,6,"tf.Tensor(0.499927, shape=(), dtype=float32)","tf.Tensor(0.141685, shape=(), dtype=float32)","tf.Tensor(0.91055, shape=(), dtype=float32)","tf.Tensor(0.3254726, shape=(), dtype=float32)","tf.Tensor(0.3254726, shape=(), dtype=float32)","tf.Tensor(0.499927, shape=(), dtype=float32)","tf.Tensor(0.50019366, shape=(), dtype=float32)","tf.Tensor(0.499927, shape=(), dtype=float32)","tf.Tensor(0.50004053, shape=(), dtype=float32)","tf.Tensor(0.499927, shape=(), dtype=float32)","tf.Tensor(0.499927, shape=(), dtype=float32)","tf.Tensor(0.499927, shape=(), dtype=float32)","tf.Tensor(0.50049996, shape=(), dtype=float32)","tf.Tensor(0.50019366, shape=(), dtype=float32)","tf.Tensor(0.00038733333, shape=(), dtype=float32)","tf.Tensor(0.00038733333, shape=(), dtype=float32)","tf.Tensor(-0.00028067772, shape=(), dtype=float32)","tf.Tensor(-2.5, shape=(), dtype=float32)","tf.Tensor(1.3335215, shape=(), dtype=float32)","tf.Tensor(-0.00028067772, shape=(), dtype=float32)","tf.Tensor(-0.00040691413, shape=(), dtype=float32)","tf.Tensor(0.00015919749, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(-0.0007804325, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.5000001, shape=(), dtype=float32)","tf.Tensor(0.08125898, shape=(), dtype=float32)","tf.Tensor(0.28539944, shape=(), dtype=float32)","tf.Tensor(0.6329431, shape=(), dtype=float32)","tf.Tensor(0.0036469668, shape=(), dtype=float32)","tf.Tensor(0.5000001, shape=(), dtype=float32)","tf.Tensor(0.5, shape=(), dtype=float32)","tf.Tensor(0.5000001, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.5000001, shape=(), dtype=float32)","tf.Tensor(0.5000001, shape=(), dtype=float32)","tf.Tensor(0.5000001, shape=(), dtype=float32)","tf.Tensor(0.4999997, shape=(), dtype=float32)","tf.Tensor(0.5, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.6670698, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.6670698, shape=(), dtype=float32)","tf.Tensor(1.6673044, shape=(), dtype=float32)","tf.Tensor(1.6670523, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(6.7175937, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(20000, shape=(), dtype=int32)","tf.Tensor(0.0035355347, shape=(), dtype=float32)","tf.Tensor(0.0005745878, shape=(), dtype=float32)","tf.Tensor(0.0020180787, shape=(), dtype=float32)","tf.Tensor(0.0044755833, shape=(), dtype=float32)","tf.Tensor(2.578795e-05, shape=(), dtype=float32)","tf.Tensor(0.0035355347, shape=(), dtype=float32)","tf.Tensor(0.003535534, shape=(), dtype=float32)","tf.Tensor(0.0035355347, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0035355347, shape=(), dtype=float32)","tf.Tensor(0.0035355347, shape=(), dtype=float32)","tf.Tensor(0.0035355347, shape=(), dtype=float32)","tf.Tensor(0.0035355317, shape=(), dtype=float32)","tf.Tensor(0.003535534, shape=(), dtype=float32)","tf.Tensor(0.007071068, shape=(), dtype=float32)","tf.Tensor(0.007071068, shape=(), dtype=float32)","tf.Tensor(0.011787963, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.011787963, shape=(), dtype=float32)","tf.Tensor(0.011789623, shape=(), dtype=float32)","tf.Tensor(0.011787839, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.047500562, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
turbo_155_7.2022_09_22_01_13_52.1xhg,-2.0,awgn,turbo_encoder,hazzys_turbo_decoder,scale_constraint,binary_messages,200,100,10000,,1,0.1,ber,turbo_ae_interleaver,6,"tf.Tensor(0.499781, shape=(), dtype=float32)","tf.Tensor(0.0996055, shape=(), dtype=float32)","tf.Tensor(0.76269996, shape=(), dtype=float32)","tf.Tensor(0.2436598, shape=(), dtype=float32)","tf.Tensor(0.2436598, shape=(), dtype=float32)","tf.Tensor(0.499781, shape=(), dtype=float32)","tf.Tensor(0.49968016, shape=(), dtype=float32)","tf.Tensor(0.499781, shape=(), dtype=float32)","tf.Tensor(0.49985152, shape=(), dtype=float32)","tf.Tensor(0.499781, shape=(), dtype=float32)","tf.Tensor(0.499781, shape=(), dtype=float32)","tf.Tensor(0.499781, shape=(), dtype=float32)","tf.Tensor(0.4993375, shape=(), dtype=float32)","tf.Tensor(0.49968016, shape=(), dtype=float32)","tf.Tensor(-0.0006396667, shape=(), dtype=float32)","tf.Tensor(-0.0006396667, shape=(), dtype=float32)","tf.Tensor(-0.0008449118, shape=(), dtype=float32)","tf.Tensor(-2.0, shape=(), dtype=float32)","tf.Tensor(1.2589254, shape=(), dtype=float32)","tf.Tensor(-0.0008449118, shape=(), dtype=float32)","tf.Tensor(-0.0005928747, shape=(), dtype=float32)","tf.Tensor(-0.00094126165, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(-0.008411694, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.083062656, shape=(), dtype=float32)","tf.Tensor(0.42543843, shape=(), dtype=float32)","tf.Tensor(0.6913178, shape=(), dtype=float32)","tf.Tensor(0.0022312016, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.50000024, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.5000002, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.49999943, shape=(), dtype=float32)","tf.Tensor(0.50000024, shape=(), dtype=float32)","tf.Tensor(1.0000005, shape=(), dtype=float32)","tf.Tensor(1.0000005, shape=(), dtype=float32)","tf.Tensor(1.6081593, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.6081593, shape=(), dtype=float32)","tf.Tensor(1.6082685, shape=(), dtype=float32)","tf.Tensor(1.6078569, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(11.79483, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(20000, shape=(), dtype=int32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.00058734167, shape=(), dtype=float32)","tf.Tensor(0.003008304, shape=(), dtype=float32)","tf.Tensor(0.004888355, shape=(), dtype=float32)","tf.Tensor(1.5776977e-05, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0035355357, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0035355352, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0035355298, shape=(), dtype=float32)","tf.Tensor(0.0035355357, shape=(), dtype=float32)","tf.Tensor(0.0070710713, shape=(), dtype=float32)","tf.Tensor(0.0070710713, shape=(), dtype=float32)","tf.Tensor(0.011371404, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.011371404, shape=(), dtype=float32)","tf.Tensor(0.011372176, shape=(), dtype=float32)","tf.Tensor(0.011369265, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.083402045, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
