model_id,snr,channel,encoder,decoder,constraint,dataset,num_batches,block_len,batch_size,v,patience,tolerance,track,interleaver,num_iter,input__mean,ber__mean,bler__mean,cross_entropy__mean,loss__mean,turbo_encoder__input__mean,turbo_encoder__output__mean,turbo_encoder__trellis_code_noninterleaved__input__mean,turbo_encoder__trellis_code_noninterleaved__output__mean,turbo_encoder__turbo_ae_interleaver__input__mean,turbo_encoder__turbo_ae_interleaver__output__mean,turbo_encoder__trellis_code_interleaved__input__mean,turbo_encoder__trellis_code_interleaved__output__mean,scale_constraint__input__mean,scale_constraint__output__mean,awgn__input__mean,awgn__output__mean,awgn__snr__mean,awgn__sigma__mean,turbo_decoder__input__mean,turbo_decoder__noninterleaved_message__mean,turbo_decoder__interleaved_message__mean,turbo_decoder__logit_prior__mean,turbo_decoder__logit_init_prior__mean,turbo_decoder__output__mean,turbo_decoder__decoder1_init_kl_divergence_iter0__mean,turbo_decoder__decoder1_init_kl_divergence_iter1__mean,turbo_decoder__decoder1_init_kl_divergence_iter2__mean,turbo_decoder__decoder1_init_kl_divergence_iter3__mean,turbo_decoder__decoder1_init_kl_divergence_iter4__mean,turbo_decoder__decoder1_init_kl_divergence_iter5__mean,turbo_decoder__decoder2_init_kl_divergence_iter0__mean,turbo_decoder__decoder2_init_kl_divergence_iter1__mean,turbo_decoder__decoder2_init_kl_divergence_iter2__mean,turbo_decoder__decoder2_init_kl_divergence_iter3__mean,turbo_decoder__decoder2_init_kl_divergence_iter4__mean,turbo_decoder__decoder2_init_kl_divergence_iter5__mean,input__std,ber__std,bler__std,cross_entropy__std,loss__std,turbo_encoder__input__std,turbo_encoder__output__std,turbo_encoder__trellis_code_noninterleaved__input__std,turbo_encoder__trellis_code_noninterleaved__output__std,turbo_encoder__turbo_ae_interleaver__input__std,turbo_encoder__turbo_ae_interleaver__output__std,turbo_encoder__trellis_code_interleaved__input__std,turbo_encoder__trellis_code_interleaved__output__std,scale_constraint__input__std,scale_constraint__output__std,awgn__input__std,awgn__output__std,awgn__snr__std,awgn__sigma__std,turbo_decoder__input__std,turbo_decoder__noninterleaved_message__std,turbo_decoder__interleaved_message__std,turbo_decoder__logit_prior__std,turbo_decoder__logit_init_prior__std,turbo_decoder__output__std,turbo_decoder__decoder1_init_kl_divergence_iter0__std,turbo_decoder__decoder1_init_kl_divergence_iter1__std,turbo_decoder__decoder1_init_kl_divergence_iter2__std,turbo_decoder__decoder1_init_kl_divergence_iter3__std,turbo_decoder__decoder1_init_kl_divergence_iter4__std,turbo_decoder__decoder1_init_kl_divergence_iter5__std,turbo_decoder__decoder2_init_kl_divergence_iter0__std,turbo_decoder__decoder2_init_kl_divergence_iter1__std,turbo_decoder__decoder2_init_kl_divergence_iter2__std,turbo_decoder__decoder2_init_kl_divergence_iter3__std,turbo_decoder__decoder2_init_kl_divergence_iter4__std,turbo_decoder__decoder2_init_kl_divergence_iter5__std,steps,input__std_confidence,ber__std_confidence,bler__std_confidence,cross_entropy__std_confidence,loss__std_confidence,turbo_encoder__input__std_confidence,turbo_encoder__output__std_confidence,turbo_encoder__trellis_code_noninterleaved__input__std_confidence,turbo_encoder__trellis_code_noninterleaved__output__std_confidence,turbo_encoder__turbo_ae_interleaver__input__std_confidence,turbo_encoder__turbo_ae_interleaver__output__std_confidence,turbo_encoder__trellis_code_interleaved__input__std_confidence,turbo_encoder__trellis_code_interleaved__output__std_confidence,scale_constraint__input__std_confidence,scale_constraint__output__std_confidence,awgn__input__std_confidence,awgn__output__std_confidence,awgn__snr__std_confidence,awgn__sigma__std_confidence,turbo_decoder__input__std_confidence,turbo_decoder__noninterleaved_message__std_confidence,turbo_decoder__interleaved_message__std_confidence,turbo_decoder__logit_prior__std_confidence,turbo_decoder__logit_init_prior__std_confidence,turbo_decoder__output__std_confidence,turbo_decoder__decoder1_init_kl_divergence_iter0__std_confidence,turbo_decoder__decoder1_init_kl_divergence_iter1__std_confidence,turbo_decoder__decoder1_init_kl_divergence_iter2__std_confidence,turbo_decoder__decoder1_init_kl_divergence_iter3__std_confidence,turbo_decoder__decoder1_init_kl_divergence_iter4__std_confidence,turbo_decoder__decoder1_init_kl_divergence_iter5__std_confidence,turbo_decoder__decoder2_init_kl_divergence_iter0__std_confidence,turbo_decoder__decoder2_init_kl_divergence_iter1__std_confidence,turbo_decoder__decoder2_init_kl_divergence_iter2__std_confidence,turbo_decoder__decoder2_init_kl_divergence_iter3__std_confidence,turbo_decoder__decoder2_init_kl_divergence_iter4__std_confidence,turbo_decoder__decoder2_init_kl_divergence_iter5__std_confidence
turboae_exact_nonsys_bd_window5_delay2.2022_09_22_06_03_55.1t7z,-3.0,awgn,turbo_encoder,turbo_decoder,scale_constraint,binary_messages,200,100,10000,,1,0.1,ber,turbo_ae_interleaver,6,"tf.Tensor(0.499627, shape=(), dtype=float32)","tf.Tensor(0.261884, shape=(), dtype=float32)","tf.Tensor(0.97695005, shape=(), dtype=float32)","tf.Tensor(0.5124678, shape=(), dtype=float32)","tf.Tensor(0.5124678, shape=(), dtype=float32)","tf.Tensor(0.499627, shape=(), dtype=float32)","tf.Tensor(0.489683, shape=(), dtype=float32)","tf.Tensor(0.499627, shape=(), dtype=float32)","tf.Tensor(0.48488325, shape=(), dtype=float32)","tf.Tensor(0.499627, shape=(), dtype=float32)","tf.Tensor(0.499627, shape=(), dtype=float32)","tf.Tensor(0.499627, shape=(), dtype=float32)","tf.Tensor(0.49928248, shape=(), dtype=float32)","tf.Tensor(0.489683, shape=(), dtype=float32)","tf.Tensor(-0.020634, shape=(), dtype=float32)","tf.Tensor(-0.020634, shape=(), dtype=float32)","tf.Tensor(-0.021471838, shape=(), dtype=float32)","tf.Tensor(-3.0, shape=(), dtype=float32)","tf.Tensor(1.4125376, shape=(), dtype=float32)","tf.Tensor(-0.021471838, shape=(), dtype=float32)","tf.Tensor(-0.031271677, shape=(), dtype=float32)","tf.Tensor(-0.0018721608, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(-0.012033222, shape=(), dtype=float32)","tf.Tensor(0.47232813, shape=(), dtype=float32)","tf.Tensor(0.5121348, shape=(), dtype=float32)","tf.Tensor(0.5339586, shape=(), dtype=float32)","tf.Tensor(0.5472938, shape=(), dtype=float32)","tf.Tensor(0.5567178, shape=(), dtype=float32)","tf.Tensor(0.56167996, shape=(), dtype=float32)","tf.Tensor(0.15679811, shape=(), dtype=float32)","tf.Tensor(0.17426664, shape=(), dtype=float32)","tf.Tensor(0.18705972, shape=(), dtype=float32)","tf.Tensor(0.19572812, shape=(), dtype=float32)","tf.Tensor(0.20100851, shape=(), dtype=float32)","tf.Tensor(0.20455536, shape=(), dtype=float32)","tf.Tensor(0.49999997, shape=(), dtype=float32)","tf.Tensor(0.125034, shape=(), dtype=float32)","tf.Tensor(0.15006605, shape=(), dtype=float32)","tf.Tensor(0.5672404, shape=(), dtype=float32)","tf.Tensor(0.002571042, shape=(), dtype=float32)","tf.Tensor(0.49999997, shape=(), dtype=float32)","tf.Tensor(0.49989375, shape=(), dtype=float32)","tf.Tensor(0.49999997, shape=(), dtype=float32)","tf.Tensor(0.49977148, shape=(), dtype=float32)","tf.Tensor(0.49999997, shape=(), dtype=float32)","tf.Tensor(0.5, shape=(), dtype=float32)","tf.Tensor(0.5, shape=(), dtype=float32)","tf.Tensor(0.49999973, shape=(), dtype=float32)","tf.Tensor(0.49989375, shape=(), dtype=float32)","tf.Tensor(0.9997875, shape=(), dtype=float32)","tf.Tensor(0.9997875, shape=(), dtype=float32)","tf.Tensor(1.7309892, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.7309892, shape=(), dtype=float32)","tf.Tensor(1.7305459, shape=(), dtype=float32)","tf.Tensor(1.7317094, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(2.9428005, shape=(), dtype=float32)","tf.Tensor(0.28816694, shape=(), dtype=float32)","tf.Tensor(0.31091014, shape=(), dtype=float32)","tf.Tensor(0.32522973, shape=(), dtype=float32)","tf.Tensor(0.3336519, shape=(), dtype=float32)","tf.Tensor(0.33937433, shape=(), dtype=float32)","tf.Tensor(0.3427975, shape=(), dtype=float32)","tf.Tensor(0.135693, shape=(), dtype=float32)","tf.Tensor(0.1543954, shape=(), dtype=float32)","tf.Tensor(0.17098665, shape=(), dtype=float32)","tf.Tensor(0.18256666, shape=(), dtype=float32)","tf.Tensor(0.18948917, shape=(), dtype=float32)","tf.Tensor(0.19390567, shape=(), dtype=float32)","tf.Tensor(20000, shape=(), dtype=int32)","tf.Tensor(0.0035355338, shape=(), dtype=float32)","tf.Tensor(0.0008841239, shape=(), dtype=float32)","tf.Tensor(0.0010611272, shape=(), dtype=float32)","tf.Tensor(0.0040109954, shape=(), dtype=float32)","tf.Tensor(1.8180011e-05, shape=(), dtype=float32)","tf.Tensor(0.0035355338, shape=(), dtype=float32)","tf.Tensor(0.0035347827, shape=(), dtype=float32)","tf.Tensor(0.0035355338, shape=(), dtype=float32)","tf.Tensor(0.003533918, shape=(), dtype=float32)","tf.Tensor(0.0035355338, shape=(), dtype=float32)","tf.Tensor(0.003535534, shape=(), dtype=float32)","tf.Tensor(0.003535534, shape=(), dtype=float32)","tf.Tensor(0.003535532, shape=(), dtype=float32)","tf.Tensor(0.0035347827, shape=(), dtype=float32)","tf.Tensor(0.0070695654, shape=(), dtype=float32)","tf.Tensor(0.0070695654, shape=(), dtype=float32)","tf.Tensor(0.012239942, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.012239942, shape=(), dtype=float32)","tf.Tensor(0.0122368075, shape=(), dtype=float32)","tf.Tensor(0.012245034, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.020808741, shape=(), dtype=float32)","tf.Tensor(0.0020376479, shape=(), dtype=float32)","tf.Tensor(0.0021984666, shape=(), dtype=float32)","tf.Tensor(0.0022997216, shape=(), dtype=float32)","tf.Tensor(0.0023592752, shape=(), dtype=float32)","tf.Tensor(0.0023997389, shape=(), dtype=float32)","tf.Tensor(0.0024239442, shape=(), dtype=float32)","tf.Tensor(0.0009594944, shape=(), dtype=float32)","tf.Tensor(0.0010917403, shape=(), dtype=float32)","tf.Tensor(0.0012090582, shape=(), dtype=float32)","tf.Tensor(0.0012909413, shape=(), dtype=float32)","tf.Tensor(0.0013398908, shape=(), dtype=float32)","tf.Tensor(0.0013711201, shape=(), dtype=float32)"
turboae_exact_nonsys_bd_window5_delay2.2022_09_22_06_03_57.xrjf,-2.5,awgn,turbo_encoder,turbo_decoder,scale_constraint,binary_messages,200,100,10000,,1,0.1,ber,turbo_ae_interleaver,6,"tf.Tensor(0.500094, shape=(), dtype=float32)","tf.Tensor(0.20345151, shape=(), dtype=float32)","tf.Tensor(0.9209, shape=(), dtype=float32)","tf.Tensor(0.4240861, shape=(), dtype=float32)","tf.Tensor(0.4240861, shape=(), dtype=float32)","tf.Tensor(0.500094, shape=(), dtype=float32)","tf.Tensor(0.48950082, shape=(), dtype=float32)","tf.Tensor(0.500094, shape=(), dtype=float32)","tf.Tensor(0.484482, shape=(), dtype=float32)","tf.Tensor(0.500094, shape=(), dtype=float32)","tf.Tensor(0.500094, shape=(), dtype=float32)","tf.Tensor(0.500094, shape=(), dtype=float32)","tf.Tensor(0.49953848, shape=(), dtype=float32)","tf.Tensor(0.48950082, shape=(), dtype=float32)","tf.Tensor(-0.020998333, shape=(), dtype=float32)","tf.Tensor(-0.020998333, shape=(), dtype=float32)","tf.Tensor(-0.021919342, shape=(), dtype=float32)","tf.Tensor(-2.5, shape=(), dtype=float32)","tf.Tensor(1.3335215, shape=(), dtype=float32)","tf.Tensor(-0.021919342, shape=(), dtype=float32)","tf.Tensor(-0.03218256, shape=(), dtype=float32)","tf.Tensor(-0.001392905, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(-0.010677732, shape=(), dtype=float32)","tf.Tensor(0.5356554, shape=(), dtype=float32)","tf.Tensor(0.601346, shape=(), dtype=float32)","tf.Tensor(0.644892, shape=(), dtype=float32)","tf.Tensor(0.6719481, shape=(), dtype=float32)","tf.Tensor(0.68728995, shape=(), dtype=float32)","tf.Tensor(0.69689214, shape=(), dtype=float32)","tf.Tensor(0.19229022, shape=(), dtype=float32)","tf.Tensor(0.23079085, shape=(), dtype=float32)","tf.Tensor(0.25956273, shape=(), dtype=float32)","tf.Tensor(0.2762037, shape=(), dtype=float32)","tf.Tensor(0.28705803, shape=(), dtype=float32)","tf.Tensor(0.29271895, shape=(), dtype=float32)","tf.Tensor(0.5000003, shape=(), dtype=float32)","tf.Tensor(0.1394504, shape=(), dtype=float32)","tf.Tensor(0.26990154, shape=(), dtype=float32)","tf.Tensor(0.65731496, shape=(), dtype=float32)","tf.Tensor(0.0006555521, shape=(), dtype=float32)","tf.Tensor(0.5000003, shape=(), dtype=float32)","tf.Tensor(0.49988958, shape=(), dtype=float32)","tf.Tensor(0.5000003, shape=(), dtype=float32)","tf.Tensor(0.49975926, shape=(), dtype=float32)","tf.Tensor(0.5000003, shape=(), dtype=float32)","tf.Tensor(0.5000003, shape=(), dtype=float32)","tf.Tensor(0.5000003, shape=(), dtype=float32)","tf.Tensor(0.49999994, shape=(), dtype=float32)","tf.Tensor(0.49988958, shape=(), dtype=float32)","tf.Tensor(0.99977916, shape=(), dtype=float32)","tf.Tensor(0.99977916, shape=(), dtype=float32)","tf.Tensor(1.6672585, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.6672585, shape=(), dtype=float32)","tf.Tensor(1.6671101, shape=(), dtype=float32)","tf.Tensor(1.667366, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(4.863988, shape=(), dtype=float32)","tf.Tensor(0.30884248, shape=(), dtype=float32)","tf.Tensor(0.33883125, shape=(), dtype=float32)","tf.Tensor(0.35914493, shape=(), dtype=float32)","tf.Tensor(0.3711679, shape=(), dtype=float32)","tf.Tensor(0.376297, shape=(), dtype=float32)","tf.Tensor(0.37956727, shape=(), dtype=float32)","tf.Tensor(0.15940882, shape=(), dtype=float32)","tf.Tensor(0.19850229, shape=(), dtype=float32)","tf.Tensor(0.22742347, shape=(), dtype=float32)","tf.Tensor(0.2430961, shape=(), dtype=float32)","tf.Tensor(0.25284767, shape=(), dtype=float32)","tf.Tensor(0.25780323, shape=(), dtype=float32)","tf.Tensor(20000, shape=(), dtype=int32)","tf.Tensor(0.0035355361, shape=(), dtype=float32)","tf.Tensor(0.0009860633, shape=(), dtype=float32)","tf.Tensor(0.0019084921, shape=(), dtype=float32)","tf.Tensor(0.0046479185, shape=(), dtype=float32)","tf.Tensor(4.635453e-06, shape=(), dtype=float32)","tf.Tensor(0.0035355361, shape=(), dtype=float32)","tf.Tensor(0.003534753, shape=(), dtype=float32)","tf.Tensor(0.0035355361, shape=(), dtype=float32)","tf.Tensor(0.0035338316, shape=(), dtype=float32)","tf.Tensor(0.0035355361, shape=(), dtype=float32)","tf.Tensor(0.0035355361, shape=(), dtype=float32)","tf.Tensor(0.0035355361, shape=(), dtype=float32)","tf.Tensor(0.0035355336, shape=(), dtype=float32)","tf.Tensor(0.003534753, shape=(), dtype=float32)","tf.Tensor(0.007069506, shape=(), dtype=float32)","tf.Tensor(0.007069506, shape=(), dtype=float32)","tf.Tensor(0.011789298, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.011789298, shape=(), dtype=float32)","tf.Tensor(0.011788248, shape=(), dtype=float32)","tf.Tensor(0.011790059, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.03439359, shape=(), dtype=float32)","tf.Tensor(0.0021838462, shape=(), dtype=float32)","tf.Tensor(0.0023958988, shape=(), dtype=float32)","tf.Tensor(0.002539538, shape=(), dtype=float32)","tf.Tensor(0.0026245534, shape=(), dtype=float32)","tf.Tensor(0.0026608217, shape=(), dtype=float32)","tf.Tensor(0.002683946, shape=(), dtype=float32)","tf.Tensor(0.0011271905, shape=(), dtype=float32)","tf.Tensor(0.0014036231, shape=(), dtype=float32)","tf.Tensor(0.0016081268, shape=(), dtype=float32)","tf.Tensor(0.001718949, shape=(), dtype=float32)","tf.Tensor(0.001787903, shape=(), dtype=float32)","tf.Tensor(0.0018229441, shape=(), dtype=float32)"
turboae_exact_nonsys_bd_window5_delay2.2022_09_22_06_03_59.197i,-2.0,awgn,turbo_encoder,turbo_decoder,scale_constraint,binary_messages,200,100,10000,,1,0.1,ber,turbo_ae_interleaver,6,"tf.Tensor(0.500148, shape=(), dtype=float32)","tf.Tensor(0.13962404, shape=(), dtype=float32)","tf.Tensor(0.79595, shape=(), dtype=float32)","tf.Tensor(0.3098463, shape=(), dtype=float32)","tf.Tensor(0.3098463, shape=(), dtype=float32)","tf.Tensor(0.500148, shape=(), dtype=float32)","tf.Tensor(0.4892925, shape=(), dtype=float32)","tf.Tensor(0.500148, shape=(), dtype=float32)","tf.Tensor(0.48454925, shape=(), dtype=float32)","tf.Tensor(0.500148, shape=(), dtype=float32)","tf.Tensor(0.500148, shape=(), dtype=float32)","tf.Tensor(0.500148, shape=(), dtype=float32)","tf.Tensor(0.498779, shape=(), dtype=float32)","tf.Tensor(0.4892925, shape=(), dtype=float32)","tf.Tensor(-0.021414999, shape=(), dtype=float32)","tf.Tensor(-0.021414999, shape=(), dtype=float32)","tf.Tensor(-0.021427114, shape=(), dtype=float32)","tf.Tensor(-2.0, shape=(), dtype=float32)","tf.Tensor(1.2589254, shape=(), dtype=float32)","tf.Tensor(-0.021427114, shape=(), dtype=float32)","tf.Tensor(-0.0311422, shape=(), dtype=float32)","tf.Tensor(-0.0019969381, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(-0.009803351, shape=(), dtype=float32)","tf.Tensor(0.6090551, shape=(), dtype=float32)","tf.Tensor(0.71245235, shape=(), dtype=float32)","tf.Tensor(0.78289306, shape=(), dtype=float32)","tf.Tensor(0.81948495, shape=(), dtype=float32)","tf.Tensor(0.8403072, shape=(), dtype=float32)","tf.Tensor(0.85133946, shape=(), dtype=float32)","tf.Tensor(0.24234201, shape=(), dtype=float32)","tf.Tensor(0.31499413, shape=(), dtype=float32)","tf.Tensor(0.3638926, shape=(), dtype=float32)","tf.Tensor(0.39133096, shape=(), dtype=float32)","tf.Tensor(0.40603936, shape=(), dtype=float32)","tf.Tensor(0.41372538, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.14044656, shape=(), dtype=float32)","tf.Tensor(0.40301573, shape=(), dtype=float32)","tf.Tensor(0.6924083, shape=(), dtype=float32)","tf.Tensor(0.00045788338, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.4998858, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.49976107, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.49999857, shape=(), dtype=float32)","tf.Tensor(0.4998858, shape=(), dtype=float32)","tf.Tensor(0.9997716, shape=(), dtype=float32)","tf.Tensor(0.9997716, shape=(), dtype=float32)","tf.Tensor(1.6071637, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.6071637, shape=(), dtype=float32)","tf.Tensor(1.6068054, shape=(), dtype=float32)","tf.Tensor(1.6077044, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(7.474986, shape=(), dtype=float32)","tf.Tensor(0.33248508, shape=(), dtype=float32)","tf.Tensor(0.36772662, shape=(), dtype=float32)","tf.Tensor(0.38739976, shape=(), dtype=float32)","tf.Tensor(0.39438596, shape=(), dtype=float32)","tf.Tensor(0.3952642, shape=(), dtype=float32)","tf.Tensor(0.3960587, shape=(), dtype=float32)","tf.Tensor(0.19509092, shape=(), dtype=float32)","tf.Tensor(0.25156462, shape=(), dtype=float32)","tf.Tensor(0.28526923, shape=(), dtype=float32)","tf.Tensor(0.3006922, shape=(), dtype=float32)","tf.Tensor(0.3076036, shape=(), dtype=float32)","tf.Tensor(0.31190345, shape=(), dtype=float32)","tf.Tensor(20000, shape=(), dtype=int32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0009931071, shape=(), dtype=float32)","tf.Tensor(0.0028497516, shape=(), dtype=float32)","tf.Tensor(0.004896066, shape=(), dtype=float32)","tf.Tensor(3.2377245e-06, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0035347263, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0035338444, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0035355238, shape=(), dtype=float32)","tf.Tensor(0.0035347263, shape=(), dtype=float32)","tf.Tensor(0.0070694527, shape=(), dtype=float32)","tf.Tensor(0.0070694527, shape=(), dtype=float32)","tf.Tensor(0.011364363, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.011364363, shape=(), dtype=float32)","tf.Tensor(0.01136183, shape=(), dtype=float32)","tf.Tensor(0.011368187, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.052856132, shape=(), dtype=float32)","tf.Tensor(0.0023510247, shape=(), dtype=float32)","tf.Tensor(0.0026002198, shape=(), dtype=float32)","tf.Tensor(0.00273933, shape=(), dtype=float32)","tf.Tensor(0.00278873, shape=(), dtype=float32)","tf.Tensor(0.00279494, shape=(), dtype=float32)","tf.Tensor(0.002800558, shape=(), dtype=float32)","tf.Tensor(0.0013795011, shape=(), dtype=float32)","tf.Tensor(0.0017788305, shape=(), dtype=float32)","tf.Tensor(0.002017158, shape=(), dtype=float32)","tf.Tensor(0.002126215, shape=(), dtype=float32)","tf.Tensor(0.002175086, shape=(), dtype=float32)","tf.Tensor(0.0022054904, shape=(), dtype=float32)"
