model_id,snr,channel,encoder,decoder,constraint,dataset,num_batches,block_len,batch_size,v,patience,tolerance,track,interleaver,num_iter,input__mean,ber__mean,bler__mean,cross_entropy__mean,loss__mean,turbo_encoder__input__mean,turbo_encoder__output__mean,turbo_encoder__generalized_convolutional_code_noninterleaved__input__mean,turbo_encoder__generalized_convolutional_code_noninterleaved__output__mean,turbo_encoder__turbo_ae_interleaver__input__mean,turbo_encoder__turbo_ae_interleaver__output__mean,turbo_encoder__generalized_convolutional_code_interleaved__input__mean,turbo_encoder__generalized_convolutional_code_interleaved__output__mean,scale_constraint__input__mean,scale_constraint__output__mean,awgn__input__mean,awgn__output__mean,awgn__snr__mean,awgn__sigma__mean,turbo_decoder__input__mean,turbo_decoder__noninterleaved_message__mean,turbo_decoder__interleaved_message__mean,turbo_decoder__logit_prior__mean,turbo_decoder__logit_init_prior__mean,turbo_decoder__output__mean,turbo_decoder__decoder1_init_kl_divergence_iter0__mean,turbo_decoder__decoder1_init_kl_divergence_iter1__mean,turbo_decoder__decoder1_init_kl_divergence_iter2__mean,turbo_decoder__decoder1_init_kl_divergence_iter3__mean,turbo_decoder__decoder1_init_kl_divergence_iter4__mean,turbo_decoder__decoder1_init_kl_divergence_iter5__mean,turbo_decoder__decoder2_init_kl_divergence_iter0__mean,turbo_decoder__decoder2_init_kl_divergence_iter1__mean,turbo_decoder__decoder2_init_kl_divergence_iter2__mean,turbo_decoder__decoder2_init_kl_divergence_iter3__mean,turbo_decoder__decoder2_init_kl_divergence_iter4__mean,turbo_decoder__decoder2_init_kl_divergence_iter5__mean,input__std,ber__std,bler__std,cross_entropy__std,loss__std,turbo_encoder__input__std,turbo_encoder__output__std,turbo_encoder__generalized_convolutional_code_noninterleaved__input__std,turbo_encoder__generalized_convolutional_code_noninterleaved__output__std,turbo_encoder__turbo_ae_interleaver__input__std,turbo_encoder__turbo_ae_interleaver__output__std,turbo_encoder__generalized_convolutional_code_interleaved__input__std,turbo_encoder__generalized_convolutional_code_interleaved__output__std,scale_constraint__input__std,scale_constraint__output__std,awgn__input__std,awgn__output__std,awgn__snr__std,awgn__sigma__std,turbo_decoder__input__std,turbo_decoder__noninterleaved_message__std,turbo_decoder__interleaved_message__std,turbo_decoder__logit_prior__std,turbo_decoder__logit_init_prior__std,turbo_decoder__output__std,turbo_decoder__decoder1_init_kl_divergence_iter0__std,turbo_decoder__decoder1_init_kl_divergence_iter1__std,turbo_decoder__decoder1_init_kl_divergence_iter2__std,turbo_decoder__decoder1_init_kl_divergence_iter3__std,turbo_decoder__decoder1_init_kl_divergence_iter4__std,turbo_decoder__decoder1_init_kl_divergence_iter5__std,turbo_decoder__decoder2_init_kl_divergence_iter0__std,turbo_decoder__decoder2_init_kl_divergence_iter1__std,turbo_decoder__decoder2_init_kl_divergence_iter2__std,turbo_decoder__decoder2_init_kl_divergence_iter3__std,turbo_decoder__decoder2_init_kl_divergence_iter4__std,turbo_decoder__decoder2_init_kl_divergence_iter5__std,steps,input__std_confidence,ber__std_confidence,bler__std_confidence,cross_entropy__std_confidence,loss__std_confidence,turbo_encoder__input__std_confidence,turbo_encoder__output__std_confidence,turbo_encoder__generalized_convolutional_code_noninterleaved__input__std_confidence,turbo_encoder__generalized_convolutional_code_noninterleaved__output__std_confidence,turbo_encoder__turbo_ae_interleaver__input__std_confidence,turbo_encoder__turbo_ae_interleaver__output__std_confidence,turbo_encoder__generalized_convolutional_code_interleaved__input__std_confidence,turbo_encoder__generalized_convolutional_code_interleaved__output__std_confidence,scale_constraint__input__std_confidence,scale_constraint__output__std_confidence,awgn__input__std_confidence,awgn__output__std_confidence,awgn__snr__std_confidence,awgn__sigma__std_confidence,turbo_decoder__input__std_confidence,turbo_decoder__noninterleaved_message__std_confidence,turbo_decoder__interleaved_message__std_confidence,turbo_decoder__logit_prior__std_confidence,turbo_decoder__logit_init_prior__std_confidence,turbo_decoder__output__std_confidence,turbo_decoder__decoder1_init_kl_divergence_iter0__std_confidence,turbo_decoder__decoder1_init_kl_divergence_iter1__std_confidence,turbo_decoder__decoder1_init_kl_divergence_iter2__std_confidence,turbo_decoder__decoder1_init_kl_divergence_iter3__std_confidence,turbo_decoder__decoder1_init_kl_divergence_iter4__std_confidence,turbo_decoder__decoder1_init_kl_divergence_iter5__std_confidence,turbo_decoder__decoder2_init_kl_divergence_iter0__std_confidence,turbo_decoder__decoder2_init_kl_divergence_iter1__std_confidence,turbo_decoder__decoder2_init_kl_divergence_iter2__std_confidence,turbo_decoder__decoder2_init_kl_divergence_iter3__std_confidence,turbo_decoder__decoder2_init_kl_divergence_iter4__std_confidence,turbo_decoder__decoder2_init_kl_divergence_iter5__std_confidence
turboae_exact_nonsys_nobd_window5_delay2.2022_09_22_06_44_31.5gbr,-3.0,awgn,turbo_encoder,turbo_decoder,scale_constraint,binary_messages,200,100,10000,,1,0.1,ber,turbo_ae_interleaver,6,"tf.Tensor(0.4999575, shape=(), dtype=float32)","tf.Tensor(0.268678, shape=(), dtype=float32)","tf.Tensor(0.97525, shape=(), dtype=float32)","tf.Tensor(0.5227753, shape=(), dtype=float32)","tf.Tensor(0.5227753, shape=(), dtype=float32)","tf.Tensor(0.4999575, shape=(), dtype=float32)","tf.Tensor(0.4901035, shape=(), dtype=float32)","tf.Tensor(0.4999575, shape=(), dtype=float32)","tf.Tensor(0.48490375, shape=(), dtype=float32)","tf.Tensor(0.4999575, shape=(), dtype=float32)","tf.Tensor(0.4999575, shape=(), dtype=float32)","tf.Tensor(0.4999575, shape=(), dtype=float32)","tf.Tensor(0.500503, shape=(), dtype=float32)","tf.Tensor(0.4901035, shape=(), dtype=float32)","tf.Tensor(-0.019793, shape=(), dtype=float32)","tf.Tensor(-0.019793, shape=(), dtype=float32)","tf.Tensor(-0.019424386, shape=(), dtype=float32)","tf.Tensor(-3.0, shape=(), dtype=float32)","tf.Tensor(1.4125376, shape=(), dtype=float32)","tf.Tensor(-0.019424386, shape=(), dtype=float32)","tf.Tensor(-0.03012161, shape=(), dtype=float32)","tf.Tensor(0.0019700616, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(-0.00666254, shape=(), dtype=float32)","tf.Tensor(0.19654894, shape=(), dtype=float32)","tf.Tensor(0.255538, shape=(), dtype=float32)","tf.Tensor(0.28756315, shape=(), dtype=float32)","tf.Tensor(0.309204, shape=(), dtype=float32)","tf.Tensor(0.32349586, shape=(), dtype=float32)","tf.Tensor(0.3319149, shape=(), dtype=float32)","tf.Tensor(0.06941682, shape=(), dtype=float32)","tf.Tensor(0.09871941, shape=(), dtype=float32)","tf.Tensor(0.11633013, shape=(), dtype=float32)","tf.Tensor(0.127276, shape=(), dtype=float32)","tf.Tensor(0.13469951, shape=(), dtype=float32)","tf.Tensor(0.13940236, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.12639524, shape=(), dtype=float32)","tf.Tensor(0.1553662, shape=(), dtype=float32)","tf.Tensor(0.5708643, shape=(), dtype=float32)","tf.Tensor(0.00037620275, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.49990204, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.49977213, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.50000006, shape=(), dtype=float32)","tf.Tensor(0.49999997, shape=(), dtype=float32)","tf.Tensor(0.49990204, shape=(), dtype=float32)","tf.Tensor(0.9998041, shape=(), dtype=float32)","tf.Tensor(0.9998041, shape=(), dtype=float32)","tf.Tensor(1.7305956, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.7305956, shape=(), dtype=float32)","tf.Tensor(1.7302026, shape=(), dtype=float32)","tf.Tensor(1.731184, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(2.9690566, shape=(), dtype=float32)","tf.Tensor(0.20468645, shape=(), dtype=float32)","tf.Tensor(0.2544267, shape=(), dtype=float32)","tf.Tensor(0.28864774, shape=(), dtype=float32)","tf.Tensor(0.3125211, shape=(), dtype=float32)","tf.Tensor(0.32757792, shape=(), dtype=float32)","tf.Tensor(0.33587357, shape=(), dtype=float32)","tf.Tensor(0.094760485, shape=(), dtype=float32)","tf.Tensor(0.13204236, shape=(), dtype=float32)","tf.Tensor(0.15754142, shape=(), dtype=float32)","tf.Tensor(0.17435253, shape=(), dtype=float32)","tf.Tensor(0.18440847, shape=(), dtype=float32)","tf.Tensor(0.19087915, shape=(), dtype=float32)","tf.Tensor(20000, shape=(), dtype=int32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0008937493, shape=(), dtype=float32)","tf.Tensor(0.0010986049, shape=(), dtype=float32)","tf.Tensor(0.0040366203, shape=(), dtype=float32)","tf.Tensor(2.6601551e-06, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0035348411, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0035339226, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0035355343, shape=(), dtype=float32)","tf.Tensor(0.0035355338, shape=(), dtype=float32)","tf.Tensor(0.0035348411, shape=(), dtype=float32)","tf.Tensor(0.0070696822, shape=(), dtype=float32)","tf.Tensor(0.0070696822, shape=(), dtype=float32)","tf.Tensor(0.012237159, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.012237159, shape=(), dtype=float32)","tf.Tensor(0.01223438, shape=(), dtype=float32)","tf.Tensor(0.01224132, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0209944, shape=(), dtype=float32)","tf.Tensor(0.0014473518, shape=(), dtype=float32)","tf.Tensor(0.0017990684, shape=(), dtype=float32)","tf.Tensor(0.0020410477, shape=(), dtype=float32)","tf.Tensor(0.0022098578, shape=(), dtype=float32)","tf.Tensor(0.0023163257, shape=(), dtype=float32)","tf.Tensor(0.0023749848, shape=(), dtype=float32)","tf.Tensor(0.00067005784, shape=(), dtype=float32)","tf.Tensor(0.0009336805, shape=(), dtype=float32)","tf.Tensor(0.0011139861, shape=(), dtype=float32)","tf.Tensor(0.0012328585, shape=(), dtype=float32)","tf.Tensor(0.0013039648, shape=(), dtype=float32)","tf.Tensor(0.0013497195, shape=(), dtype=float32)"
turboae_exact_nonsys_nobd_window5_delay2.2022_09_22_06_44_31.1fmu,-2.5,awgn,turbo_encoder,turbo_decoder,scale_constraint,binary_messages,200,100,10000,,1,0.1,ber,turbo_ae_interleaver,6,"tf.Tensor(0.4995665, shape=(), dtype=float32)","tf.Tensor(0.20710254, shape=(), dtype=float32)","tf.Tensor(0.9134, shape=(), dtype=float32)","tf.Tensor(0.4310782, shape=(), dtype=float32)","tf.Tensor(0.4310782, shape=(), dtype=float32)","tf.Tensor(0.4995665, shape=(), dtype=float32)","tf.Tensor(0.48989466, shape=(), dtype=float32)","tf.Tensor(0.4995665, shape=(), dtype=float32)","tf.Tensor(0.484911, shape=(), dtype=float32)","tf.Tensor(0.4995665, shape=(), dtype=float32)","tf.Tensor(0.4995665, shape=(), dtype=float32)","tf.Tensor(0.4995665, shape=(), dtype=float32)","tf.Tensor(0.49986202, shape=(), dtype=float32)","tf.Tensor(0.48989466, shape=(), dtype=float32)","tf.Tensor(-0.020210667, shape=(), dtype=float32)","tf.Tensor(-0.020210667, shape=(), dtype=float32)","tf.Tensor(-0.020831719, shape=(), dtype=float32)","tf.Tensor(-2.5, shape=(), dtype=float32)","tf.Tensor(1.3335215, shape=(), dtype=float32)","tf.Tensor(-0.020831719, shape=(), dtype=float32)","tf.Tensor(-0.030611198, shape=(), dtype=float32)","tf.Tensor(-0.0012727539, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(-0.010986884, shape=(), dtype=float32)","tf.Tensor(0.24948055, shape=(), dtype=float32)","tf.Tensor(0.34989828, shape=(), dtype=float32)","tf.Tensor(0.4174358, shape=(), dtype=float32)","tf.Tensor(0.45681953, shape=(), dtype=float32)","tf.Tensor(0.48183006, shape=(), dtype=float32)","tf.Tensor(0.49588403, shape=(), dtype=float32)","tf.Tensor(0.10075697, shape=(), dtype=float32)","tf.Tensor(0.15804783, shape=(), dtype=float32)","tf.Tensor(0.19596948, shape=(), dtype=float32)","tf.Tensor(0.21913768, shape=(), dtype=float32)","tf.Tensor(0.23107068, shape=(), dtype=float32)","tf.Tensor(0.23863232, shape=(), dtype=float32)","tf.Tensor(0.49999985, shape=(), dtype=float32)","tf.Tensor(0.1415212, shape=(), dtype=float32)","tf.Tensor(0.2812552, shape=(), dtype=float32)","tf.Tensor(0.67100376, shape=(), dtype=float32)","tf.Tensor(0.0008267315, shape=(), dtype=float32)","tf.Tensor(0.49999985, shape=(), dtype=float32)","tf.Tensor(0.4998978, shape=(), dtype=float32)","tf.Tensor(0.49999985, shape=(), dtype=float32)","tf.Tensor(0.49977186, shape=(), dtype=float32)","tf.Tensor(0.49999985, shape=(), dtype=float32)","tf.Tensor(0.49999985, shape=(), dtype=float32)","tf.Tensor(0.49999985, shape=(), dtype=float32)","tf.Tensor(0.5000001, shape=(), dtype=float32)","tf.Tensor(0.4998978, shape=(), dtype=float32)","tf.Tensor(0.9997956, shape=(), dtype=float32)","tf.Tensor(0.9997956, shape=(), dtype=float32)","tf.Tensor(1.6663305, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.6663305, shape=(), dtype=float32)","tf.Tensor(1.66667, shape=(), dtype=float32)","tf.Tensor(1.6654797, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(4.910555, shape=(), dtype=float32)","tf.Tensor(0.24400175, shape=(), dtype=float32)","tf.Tensor(0.3150838, shape=(), dtype=float32)","tf.Tensor(0.36297718, shape=(), dtype=float32)","tf.Tensor(0.38926396, shape=(), dtype=float32)","tf.Tensor(0.4048259, shape=(), dtype=float32)","tf.Tensor(0.41233987, shape=(), dtype=float32)","tf.Tensor(0.1255335, shape=(), dtype=float32)","tf.Tensor(0.18639898, shape=(), dtype=float32)","tf.Tensor(0.22386232, shape=(), dtype=float32)","tf.Tensor(0.24682692, shape=(), dtype=float32)","tf.Tensor(0.25776622, shape=(), dtype=float32)","tf.Tensor(0.26439387, shape=(), dtype=float32)","tf.Tensor(20000, shape=(), dtype=int32)","tf.Tensor(0.0035355329, shape=(), dtype=float32)","tf.Tensor(0.001000706, shape=(), dtype=float32)","tf.Tensor(0.0019887744, shape=(), dtype=float32)","tf.Tensor(0.004744713, shape=(), dtype=float32)","tf.Tensor(5.8458745e-06, shape=(), dtype=float32)","tf.Tensor(0.0035355329, shape=(), dtype=float32)","tf.Tensor(0.0035348113, shape=(), dtype=float32)","tf.Tensor(0.0035355329, shape=(), dtype=float32)","tf.Tensor(0.0035339207, shape=(), dtype=float32)","tf.Tensor(0.0035355329, shape=(), dtype=float32)","tf.Tensor(0.0035355329, shape=(), dtype=float32)","tf.Tensor(0.0035355329, shape=(), dtype=float32)","tf.Tensor(0.0035355347, shape=(), dtype=float32)","tf.Tensor(0.0035348113, shape=(), dtype=float32)","tf.Tensor(0.0070696226, shape=(), dtype=float32)","tf.Tensor(0.0070696226, shape=(), dtype=float32)","tf.Tensor(0.011782736, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.011782736, shape=(), dtype=float32)","tf.Tensor(0.011785137, shape=(), dtype=float32)","tf.Tensor(0.011776719, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.03472287, shape=(), dtype=float32)","tf.Tensor(0.001725353, shape=(), dtype=float32)","tf.Tensor(0.002227979, shape=(), dtype=float32)","tf.Tensor(0.0025666363, shape=(), dtype=float32)","tf.Tensor(0.0027525118, shape=(), dtype=float32)","tf.Tensor(0.0028625512, shape=(), dtype=float32)","tf.Tensor(0.0029156832, shape=(), dtype=float32)","tf.Tensor(0.00088765594, shape=(), dtype=float32)","tf.Tensor(0.0013180398, shape=(), dtype=float32)","tf.Tensor(0.0015829457, shape=(), dtype=float32)","tf.Tensor(0.0017453298, shape=(), dtype=float32)","tf.Tensor(0.0018226824, shape=(), dtype=float32)","tf.Tensor(0.001869547, shape=(), dtype=float32)"
turboae_exact_nonsys_nobd_window5_delay2.2022_09_22_06_44_32.x0ii,-2.0,awgn,turbo_encoder,turbo_decoder,scale_constraint,binary_messages,200,100,10000,,1,0.1,ber,turbo_ae_interleaver,6,"tf.Tensor(0.4999455, shape=(), dtype=float32)","tf.Tensor(0.14085454, shape=(), dtype=float32)","tf.Tensor(0.78405, shape=(), dtype=float32)","tf.Tensor(0.31180948, shape=(), dtype=float32)","tf.Tensor(0.31180948, shape=(), dtype=float32)","tf.Tensor(0.4999455, shape=(), dtype=float32)","tf.Tensor(0.49004632, shape=(), dtype=float32)","tf.Tensor(0.4999455, shape=(), dtype=float32)","tf.Tensor(0.48527476, shape=(), dtype=float32)","tf.Tensor(0.4999455, shape=(), dtype=float32)","tf.Tensor(0.4999455, shape=(), dtype=float32)","tf.Tensor(0.4999455, shape=(), dtype=float32)","tf.Tensor(0.4995895, shape=(), dtype=float32)","tf.Tensor(0.49004632, shape=(), dtype=float32)","tf.Tensor(-0.019907333, shape=(), dtype=float32)","tf.Tensor(-0.019907333, shape=(), dtype=float32)","tf.Tensor(-0.020133283, shape=(), dtype=float32)","tf.Tensor(-2.0, shape=(), dtype=float32)","tf.Tensor(1.2589254, shape=(), dtype=float32)","tf.Tensor(-0.020133283, shape=(), dtype=float32)","tf.Tensor(-0.029804308, shape=(), dtype=float32)","tf.Tensor(-0.0007912384, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(-0.008193817, shape=(), dtype=float32)","tf.Tensor(0.32042056, shape=(), dtype=float32)","tf.Tensor(0.48753086, shape=(), dtype=float32)","tf.Tensor(0.5982479, shape=(), dtype=float32)","tf.Tensor(0.6578015, shape=(), dtype=float32)","tf.Tensor(0.69144464, shape=(), dtype=float32)","tf.Tensor(0.70962846, shape=(), dtype=float32)","tf.Tensor(0.14545283, shape=(), dtype=float32)","tf.Tensor(0.25075477, shape=(), dtype=float32)","tf.Tensor(0.315184, shape=(), dtype=float32)","tf.Tensor(0.34950492, shape=(), dtype=float32)","tf.Tensor(0.36741877, shape=(), dtype=float32)","tf.Tensor(0.37771747, shape=(), dtype=float32)","tf.Tensor(0.50000024, shape=(), dtype=float32)","tf.Tensor(0.14290468, shape=(), dtype=float32)","tf.Tensor(0.41149, shape=(), dtype=float32)","tf.Tensor(0.6963881, shape=(), dtype=float32)","tf.Tensor(0.0077430718, shape=(), dtype=float32)","tf.Tensor(0.50000024, shape=(), dtype=float32)","tf.Tensor(0.499901, shape=(), dtype=float32)","tf.Tensor(0.50000024, shape=(), dtype=float32)","tf.Tensor(0.49978337, shape=(), dtype=float32)","tf.Tensor(0.50000024, shape=(), dtype=float32)","tf.Tensor(0.50000024, shape=(), dtype=float32)","tf.Tensor(0.50000024, shape=(), dtype=float32)","tf.Tensor(0.4999999, shape=(), dtype=float32)","tf.Tensor(0.499901, shape=(), dtype=float32)","tf.Tensor(0.999802, shape=(), dtype=float32)","tf.Tensor(0.999802, shape=(), dtype=float32)","tf.Tensor(1.6080502, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.6080502, shape=(), dtype=float32)","tf.Tensor(1.6074834, shape=(), dtype=float32)","tf.Tensor(1.6090091, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(7.6216283, shape=(), dtype=float32)","tf.Tensor(0.28739256, shape=(), dtype=float32)","tf.Tensor(0.37752494, shape=(), dtype=float32)","tf.Tensor(0.42305818, shape=(), dtype=float32)","tf.Tensor(0.44147286, shape=(), dtype=float32)","tf.Tensor(0.44844684, shape=(), dtype=float32)","tf.Tensor(0.45251504, shape=(), dtype=float32)","tf.Tensor(0.16497831, shape=(), dtype=float32)","tf.Tensor(0.24916959, shape=(), dtype=float32)","tf.Tensor(0.29092246, shape=(), dtype=float32)","tf.Tensor(0.31019062, shape=(), dtype=float32)","tf.Tensor(0.31916612, shape=(), dtype=float32)","tf.Tensor(0.32376695, shape=(), dtype=float32)","tf.Tensor(20000, shape=(), dtype=int32)","tf.Tensor(0.0035355357, shape=(), dtype=float32)","tf.Tensor(0.0010104887, shape=(), dtype=float32)","tf.Tensor(0.0029096736, shape=(), dtype=float32)","tf.Tensor(0.0049242075, shape=(), dtype=float32)","tf.Tensor(5.4751785e-05, shape=(), dtype=float32)","tf.Tensor(0.0035355357, shape=(), dtype=float32)","tf.Tensor(0.003534834, shape=(), dtype=float32)","tf.Tensor(0.0035355357, shape=(), dtype=float32)","tf.Tensor(0.003534002, shape=(), dtype=float32)","tf.Tensor(0.0035355357, shape=(), dtype=float32)","tf.Tensor(0.0035355357, shape=(), dtype=float32)","tf.Tensor(0.0035355357, shape=(), dtype=float32)","tf.Tensor(0.0035355333, shape=(), dtype=float32)","tf.Tensor(0.003534834, shape=(), dtype=float32)","tf.Tensor(0.007069668, shape=(), dtype=float32)","tf.Tensor(0.007069668, shape=(), dtype=float32)","tf.Tensor(0.011370632, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.011370632, shape=(), dtype=float32)","tf.Tensor(0.011366624, shape=(), dtype=float32)","tf.Tensor(0.011377413, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.053893052, shape=(), dtype=float32)","tf.Tensor(0.0020321722, shape=(), dtype=float32)","tf.Tensor(0.0026695044, shape=(), dtype=float32)","tf.Tensor(0.002991473, shape=(), dtype=float32)","tf.Tensor(0.0031216845, shape=(), dtype=float32)","tf.Tensor(0.003170998, shape=(), dtype=float32)","tf.Tensor(0.0031997645, shape=(), dtype=float32)","tf.Tensor(0.0011665728, shape=(), dtype=float32)","tf.Tensor(0.001761895, shape=(), dtype=float32)","tf.Tensor(0.0020571325, shape=(), dtype=float32)","tf.Tensor(0.002193379, shape=(), dtype=float32)","tf.Tensor(0.0022568454, shape=(), dtype=float32)","tf.Tensor(0.002289378, shape=(), dtype=float32)"
