model_id,snr,channel,encoder,decoder,constraint,dataset,num_batches,block_len,batch_size,v,patience,tolerance,track,interleaver,num_iter,input__mean,ber__mean,bler__mean,cross_entropy__mean,loss__mean,turbo_encoder__input__mean,turbo_encoder__output__mean,turbo_encoder__affine_convolutional_code_noninterleaved__input__mean,turbo_encoder__affine_convolutional_code_noninterleaved__output__mean,turbo_encoder__turbo_ae_interleaver__input__mean,turbo_encoder__turbo_ae_interleaver__output__mean,turbo_encoder__affine_convolutional_code_interleaved__input__mean,turbo_encoder__affine_convolutional_code_interleaved__output__mean,scale_constraint__input__mean,scale_constraint__output__mean,awgn__input__mean,awgn__output__mean,awgn__snr__mean,awgn__sigma__mean,turbo_decoder__input__mean,turbo_decoder__noninterleaved_message__mean,turbo_decoder__interleaved_message__mean,turbo_decoder__logit_prior__mean,turbo_decoder__logit_init_prior__mean,turbo_decoder__output__mean,turbo_decoder__decoder1_init_kl_divergence_iter0__mean,turbo_decoder__decoder1_init_kl_divergence_iter1__mean,turbo_decoder__decoder1_init_kl_divergence_iter2__mean,turbo_decoder__decoder1_init_kl_divergence_iter3__mean,turbo_decoder__decoder1_init_kl_divergence_iter4__mean,turbo_decoder__decoder1_init_kl_divergence_iter5__mean,turbo_decoder__decoder2_init_kl_divergence_iter0__mean,turbo_decoder__decoder2_init_kl_divergence_iter1__mean,turbo_decoder__decoder2_init_kl_divergence_iter2__mean,turbo_decoder__decoder2_init_kl_divergence_iter3__mean,turbo_decoder__decoder2_init_kl_divergence_iter4__mean,turbo_decoder__decoder2_init_kl_divergence_iter5__mean,input__std,ber__std,bler__std,cross_entropy__std,loss__std,turbo_encoder__input__std,turbo_encoder__output__std,turbo_encoder__affine_convolutional_code_noninterleaved__input__std,turbo_encoder__affine_convolutional_code_noninterleaved__output__std,turbo_encoder__turbo_ae_interleaver__input__std,turbo_encoder__turbo_ae_interleaver__output__std,turbo_encoder__affine_convolutional_code_interleaved__input__std,turbo_encoder__affine_convolutional_code_interleaved__output__std,scale_constraint__input__std,scale_constraint__output__std,awgn__input__std,awgn__output__std,awgn__snr__std,awgn__sigma__std,turbo_decoder__input__std,turbo_decoder__noninterleaved_message__std,turbo_decoder__interleaved_message__std,turbo_decoder__logit_prior__std,turbo_decoder__logit_init_prior__std,turbo_decoder__output__std,turbo_decoder__decoder1_init_kl_divergence_iter0__std,turbo_decoder__decoder1_init_kl_divergence_iter1__std,turbo_decoder__decoder1_init_kl_divergence_iter2__std,turbo_decoder__decoder1_init_kl_divergence_iter3__std,turbo_decoder__decoder1_init_kl_divergence_iter4__std,turbo_decoder__decoder1_init_kl_divergence_iter5__std,turbo_decoder__decoder2_init_kl_divergence_iter0__std,turbo_decoder__decoder2_init_kl_divergence_iter1__std,turbo_decoder__decoder2_init_kl_divergence_iter2__std,turbo_decoder__decoder2_init_kl_divergence_iter3__std,turbo_decoder__decoder2_init_kl_divergence_iter4__std,turbo_decoder__decoder2_init_kl_divergence_iter5__std,steps,input__std_confidence,ber__std_confidence,bler__std_confidence,cross_entropy__std_confidence,loss__std_confidence,turbo_encoder__input__std_confidence,turbo_encoder__output__std_confidence,turbo_encoder__affine_convolutional_code_noninterleaved__input__std_confidence,turbo_encoder__affine_convolutional_code_noninterleaved__output__std_confidence,turbo_encoder__turbo_ae_interleaver__input__std_confidence,turbo_encoder__turbo_ae_interleaver__output__std_confidence,turbo_encoder__affine_convolutional_code_interleaved__input__std_confidence,turbo_encoder__affine_convolutional_code_interleaved__output__std_confidence,scale_constraint__input__std_confidence,scale_constraint__output__std_confidence,awgn__input__std_confidence,awgn__output__std_confidence,awgn__snr__std_confidence,awgn__sigma__std_confidence,turbo_decoder__input__std_confidence,turbo_decoder__noninterleaved_message__std_confidence,turbo_decoder__interleaved_message__std_confidence,turbo_decoder__logit_prior__std_confidence,turbo_decoder__logit_init_prior__std_confidence,turbo_decoder__output__std_confidence,turbo_decoder__decoder1_init_kl_divergence_iter0__std_confidence,turbo_decoder__decoder1_init_kl_divergence_iter1__std_confidence,turbo_decoder__decoder1_init_kl_divergence_iter2__std_confidence,turbo_decoder__decoder1_init_kl_divergence_iter3__std_confidence,turbo_decoder__decoder1_init_kl_divergence_iter4__std_confidence,turbo_decoder__decoder1_init_kl_divergence_iter5__std_confidence,turbo_decoder__decoder2_init_kl_divergence_iter0__std_confidence,turbo_decoder__decoder2_init_kl_divergence_iter1__std_confidence,turbo_decoder__decoder2_init_kl_divergence_iter2__std_confidence,turbo_decoder__decoder2_init_kl_divergence_iter3__std_confidence,turbo_decoder__decoder2_init_kl_divergence_iter4__std_confidence,turbo_decoder__decoder2_init_kl_divergence_iter5__std_confidence
turboae_approximated_nonsys_nobd_window5_delay0.2022_09_22_10_12_03.phpo,-3.0,awgn,turbo_encoder,turbo_decoder,scale_constraint,binary_messages,200,100,10000,,1,0.1,ber,turbo_ae_interleaver,6,"tf.Tensor(0.500523, shape=(), dtype=float32)","tf.Tensor(0.23612401, shape=(), dtype=float32)","tf.Tensor(0.96715003, shape=(), dtype=float32)","tf.Tensor(0.47361654, shape=(), dtype=float32)","tf.Tensor(0.47361654, shape=(), dtype=float32)","tf.Tensor(0.500523, shape=(), dtype=float32)","tf.Tensor(0.50024134, shape=(), dtype=float32)","tf.Tensor(0.500523, shape=(), dtype=float32)","tf.Tensor(0.5001065, shape=(), dtype=float32)","tf.Tensor(0.500523, shape=(), dtype=float32)","tf.Tensor(0.500523, shape=(), dtype=float32)","tf.Tensor(0.500523, shape=(), dtype=float32)","tf.Tensor(0.500511, shape=(), dtype=float32)","tf.Tensor(0.50024134, shape=(), dtype=float32)","tf.Tensor(0.00048266666, shape=(), dtype=float32)","tf.Tensor(0.00048266666, shape=(), dtype=float32)","tf.Tensor(0.0010244867, shape=(), dtype=float32)","tf.Tensor(-3.0, shape=(), dtype=float32)","tf.Tensor(1.4125376, shape=(), dtype=float32)","tf.Tensor(0.0010244867, shape=(), dtype=float32)","tf.Tensor(-0.00015423825, shape=(), dtype=float32)","tf.Tensor(0.0033819377, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.003304204, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.4999998, shape=(), dtype=float32)","tf.Tensor(0.13472919, shape=(), dtype=float32)","tf.Tensor(0.1782483, shape=(), dtype=float32)","tf.Tensor(0.61324185, shape=(), dtype=float32)","tf.Tensor(0.00019897526, shape=(), dtype=float32)","tf.Tensor(0.4999998, shape=(), dtype=float32)","tf.Tensor(0.49999988, shape=(), dtype=float32)","tf.Tensor(0.4999998, shape=(), dtype=float32)","tf.Tensor(0.5, shape=(), dtype=float32)","tf.Tensor(0.4999998, shape=(), dtype=float32)","tf.Tensor(0.49999976, shape=(), dtype=float32)","tf.Tensor(0.49999976, shape=(), dtype=float32)","tf.Tensor(0.4999997, shape=(), dtype=float32)","tf.Tensor(0.49999988, shape=(), dtype=float32)","tf.Tensor(0.99999976, shape=(), dtype=float32)","tf.Tensor(0.99999976, shape=(), dtype=float32)","tf.Tensor(1.7314467, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.7314467, shape=(), dtype=float32)","tf.Tensor(1.7316701, shape=(), dtype=float32)","tf.Tensor(1.7309982, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(3.5636346, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(20000, shape=(), dtype=int32)","tf.Tensor(0.0035355324, shape=(), dtype=float32)","tf.Tensor(0.00095267926, shape=(), dtype=float32)","tf.Tensor(0.0012604059, shape=(), dtype=float32)","tf.Tensor(0.0043362747, shape=(), dtype=float32)","tf.Tensor(1.4069676e-06, shape=(), dtype=float32)","tf.Tensor(0.0035355324, shape=(), dtype=float32)","tf.Tensor(0.003535533, shape=(), dtype=float32)","tf.Tensor(0.0035355324, shape=(), dtype=float32)","tf.Tensor(0.003535534, shape=(), dtype=float32)","tf.Tensor(0.0035355324, shape=(), dtype=float32)","tf.Tensor(0.0035355322, shape=(), dtype=float32)","tf.Tensor(0.0035355322, shape=(), dtype=float32)","tf.Tensor(0.0035355317, shape=(), dtype=float32)","tf.Tensor(0.003535533, shape=(), dtype=float32)","tf.Tensor(0.007071066, shape=(), dtype=float32)","tf.Tensor(0.007071066, shape=(), dtype=float32)","tf.Tensor(0.012243178, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.012243178, shape=(), dtype=float32)","tf.Tensor(0.012244757, shape=(), dtype=float32)","tf.Tensor(0.012240006, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.025198702, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
turboae_approximated_nonsys_nobd_window5_delay0.2022_09_22_10_12_03.109f,-2.5,awgn,turbo_encoder,turbo_decoder,scale_constraint,binary_messages,200,100,10000,,1,0.1,ber,turbo_ae_interleaver,6,"tf.Tensor(0.499724, shape=(), dtype=float32)","tf.Tensor(0.17274854, shape=(), dtype=float32)","tf.Tensor(0.89035, shape=(), dtype=float32)","tf.Tensor(0.3694603, shape=(), dtype=float32)","tf.Tensor(0.36946034, shape=(), dtype=float32)","tf.Tensor(0.499724, shape=(), dtype=float32)","tf.Tensor(0.500173, shape=(), dtype=float32)","tf.Tensor(0.499724, shape=(), dtype=float32)","tf.Tensor(0.50037503, shape=(), dtype=float32)","tf.Tensor(0.499724, shape=(), dtype=float32)","tf.Tensor(0.499724, shape=(), dtype=float32)","tf.Tensor(0.499724, shape=(), dtype=float32)","tf.Tensor(0.499769, shape=(), dtype=float32)","tf.Tensor(0.500173, shape=(), dtype=float32)","tf.Tensor(0.000346, shape=(), dtype=float32)","tf.Tensor(0.000346, shape=(), dtype=float32)","tf.Tensor(7.015975e-05, shape=(), dtype=float32)","tf.Tensor(-2.5, shape=(), dtype=float32)","tf.Tensor(1.3335215, shape=(), dtype=float32)","tf.Tensor(7.015975e-05, shape=(), dtype=float32)","tf.Tensor(-6.524555e-05, shape=(), dtype=float32)","tf.Tensor(0.00034097082, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(-0.0006682072, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.49999994, shape=(), dtype=float32)","tf.Tensor(0.14269641, shape=(), dtype=float32)","tf.Tensor(0.31246072, shape=(), dtype=float32)","tf.Tensor(0.66939795, shape=(), dtype=float32)","tf.Tensor(0.0037562747, shape=(), dtype=float32)","tf.Tensor(0.49999994, shape=(), dtype=float32)","tf.Tensor(0.5, shape=(), dtype=float32)","tf.Tensor(0.49999994, shape=(), dtype=float32)","tf.Tensor(0.49999985, shape=(), dtype=float32)","tf.Tensor(0.49999994, shape=(), dtype=float32)","tf.Tensor(0.49999997, shape=(), dtype=float32)","tf.Tensor(0.49999997, shape=(), dtype=float32)","tf.Tensor(0.50000036, shape=(), dtype=float32)","tf.Tensor(0.5, shape=(), dtype=float32)","tf.Tensor(0.9999999, shape=(), dtype=float32)","tf.Tensor(0.9999999, shape=(), dtype=float32)","tf.Tensor(1.6665074, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.6665074, shape=(), dtype=float32)","tf.Tensor(1.6669841, shape=(), dtype=float32)","tf.Tensor(1.6655538, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(5.491985, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(20000, shape=(), dtype=int32)","tf.Tensor(0.0035355336, shape=(), dtype=float32)","tf.Tensor(0.001009016, shape=(), dtype=float32)","tf.Tensor(0.002209431, shape=(), dtype=float32)","tf.Tensor(0.0047333585, shape=(), dtype=float32)","tf.Tensor(2.6560872e-05, shape=(), dtype=float32)","tf.Tensor(0.0035355336, shape=(), dtype=float32)","tf.Tensor(0.003535534, shape=(), dtype=float32)","tf.Tensor(0.0035355336, shape=(), dtype=float32)","tf.Tensor(0.0035355329, shape=(), dtype=float32)","tf.Tensor(0.0035355336, shape=(), dtype=float32)","tf.Tensor(0.0035355338, shape=(), dtype=float32)","tf.Tensor(0.0035355338, shape=(), dtype=float32)","tf.Tensor(0.0035355364, shape=(), dtype=float32)","tf.Tensor(0.003535534, shape=(), dtype=float32)","tf.Tensor(0.007071067, shape=(), dtype=float32)","tf.Tensor(0.007071067, shape=(), dtype=float32)","tf.Tensor(0.011783986, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.011783986, shape=(), dtype=float32)","tf.Tensor(0.011787358, shape=(), dtype=float32)","tf.Tensor(0.011777244, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.038834196, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
turboae_approximated_nonsys_nobd_window5_delay0.2022_09_22_10_12_03.81ly,-2.0,awgn,turbo_encoder,turbo_decoder,scale_constraint,binary_messages,200,100,10000,,1,0.1,ber,turbo_ae_interleaver,6,"tf.Tensor(0.49948198, shape=(), dtype=float32)","tf.Tensor(0.109500036, shape=(), dtype=float32)","tf.Tensor(0.75575, shape=(), dtype=float32)","tf.Tensor(0.25292504, shape=(), dtype=float32)","tf.Tensor(0.25292504, shape=(), dtype=float32)","tf.Tensor(0.49948198, shape=(), dtype=float32)","tf.Tensor(0.4996915, shape=(), dtype=float32)","tf.Tensor(0.49948198, shape=(), dtype=float32)","tf.Tensor(0.499526, shape=(), dtype=float32)","tf.Tensor(0.49948198, shape=(), dtype=float32)","tf.Tensor(0.49948198, shape=(), dtype=float32)","tf.Tensor(0.49948198, shape=(), dtype=float32)","tf.Tensor(0.50002253, shape=(), dtype=float32)","tf.Tensor(0.4996915, shape=(), dtype=float32)","tf.Tensor(-0.000617, shape=(), dtype=float32)","tf.Tensor(-0.000617, shape=(), dtype=float32)","tf.Tensor(-0.00045405712, shape=(), dtype=float32)","tf.Tensor(-2.0, shape=(), dtype=float32)","tf.Tensor(1.2589254, shape=(), dtype=float32)","tf.Tensor(-0.00045405712, shape=(), dtype=float32)","tf.Tensor(-0.0007799547, shape=(), dtype=float32)","tf.Tensor(0.00019773823, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(-0.007967861, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.49999976, shape=(), dtype=float32)","tf.Tensor(0.13176842, shape=(), dtype=float32)","tf.Tensor(0.4296524, shape=(), dtype=float32)","tf.Tensor(0.6759788, shape=(), dtype=float32)","tf.Tensor(0.0043579, shape=(), dtype=float32)","tf.Tensor(0.49999976, shape=(), dtype=float32)","tf.Tensor(0.49999988, shape=(), dtype=float32)","tf.Tensor(0.49999976, shape=(), dtype=float32)","tf.Tensor(0.49999985, shape=(), dtype=float32)","tf.Tensor(0.49999976, shape=(), dtype=float32)","tf.Tensor(0.49999976, shape=(), dtype=float32)","tf.Tensor(0.49999976, shape=(), dtype=float32)","tf.Tensor(0.5000001, shape=(), dtype=float32)","tf.Tensor(0.49999988, shape=(), dtype=float32)","tf.Tensor(0.99999976, shape=(), dtype=float32)","tf.Tensor(0.99999976, shape=(), dtype=float32)","tf.Tensor(1.6086563, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.6086563, shape=(), dtype=float32)","tf.Tensor(1.608818, shape=(), dtype=float32)","tf.Tensor(1.6083328, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(7.8971605, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(20000, shape=(), dtype=int32)","tf.Tensor(0.0035355322, shape=(), dtype=float32)","tf.Tensor(0.0009317434, shape=(), dtype=float32)","tf.Tensor(0.0030381011, shape=(), dtype=float32)","tf.Tensor(0.0047798916, shape=(), dtype=float32)","tf.Tensor(3.0815005e-05, shape=(), dtype=float32)","tf.Tensor(0.0035355322, shape=(), dtype=float32)","tf.Tensor(0.003535533, shape=(), dtype=float32)","tf.Tensor(0.0035355322, shape=(), dtype=float32)","tf.Tensor(0.0035355329, shape=(), dtype=float32)","tf.Tensor(0.0035355322, shape=(), dtype=float32)","tf.Tensor(0.0035355322, shape=(), dtype=float32)","tf.Tensor(0.0035355322, shape=(), dtype=float32)","tf.Tensor(0.0035355347, shape=(), dtype=float32)","tf.Tensor(0.003535533, shape=(), dtype=float32)","tf.Tensor(0.007071066, shape=(), dtype=float32)","tf.Tensor(0.007071066, shape=(), dtype=float32)","tf.Tensor(0.011374918, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.011374918, shape=(), dtype=float32)","tf.Tensor(0.0113760615, shape=(), dtype=float32)","tf.Tensor(0.01137263, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.055841357, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
